Complexity,Loss,Equation
1,0.28642634,"-0.4972159"
2,0.28618836,"cube(-0.80034465)"
3,0.18918732,"0.05635576 - Epsilon"
4,0.18652268,"cube(-0.5912582 * nu)"
5,0.099244095,"(1.0119716 - temperature) * Epsilon"
6,0.09428828,"sqrt(Epsilon) - (Epsilon * temperature)"
7,0.06694376,"(Epsilon * (density - temperature)) - -0.33165804"
8,0.05906692,"((sqrt(density) - temperature) * Epsilon) + 0.23842102"
9,0.041344464,"square(Epsilon) * (density - exp(temperature - 1.5217302))"
10,0.037823416,"cube((Epsilon + density) * (sqrt(density) - sqrt(temperature)))"
11,0.035895266,"((epsilon_AB * density) - exp(temperature - 1.5392888)) * square(Epsilon)"
12,0.028320637,"cube((Epsilon + (density / 1.0881399)) * (sqrt(density) - sqrt(temperature)))"
13,0.024505114,"cube(-0.100497246 + ((square(density) + Epsilon) * (sqrt(density) - sqrt(temperature))))"
15,0.022390658,"(square(sin(-2.3777187 * density)) - exp(temperature - 1.4234607)) * square(Epsilon)"
16,0.019606989,"square(Epsilon) * (sin(cube(sqrt(density * temperature))) - exp(temperature - 1.4288595))"
18,0.016545625,"((density * nu) - cosh(temperature - square(sin(exp(density))))) * square(Epsilon)"
19,0.014947009,"square(Epsilon) * ((nu * density) - cosh((sin(exp(density)) - temperature) - 0.15689613))"
20,0.01337822,"square(Epsilon) * ((density * nu) - (0.0959698 + cosh(square(sin(exp(density))) - temperature)))"
21,0.0122341085,"square(Epsilon) * ((density * nu) - cosh(temperature - (square(sin(exp(density))) * sqrt(Sigma))))"
22,0.011175587,"square(Epsilon) * ((density * nu) - cosh(temperature - (square(sin(exp(density)) - -0.059671707) * Sigma)))"
24,0.010924249,"square(Epsilon) * ((density * (nu * Epsilon)) - cosh((temperature - 0.07720655) - (square(sin(exp(density))) * Sigma)))"
25,0.010422947,"(square(Epsilon) * (density - (cosh(temperature - sin(exp(density))) - (density * ((Epsilon / Sigma) - density))))) / Sigma"
26,0.010115603,"(square(Epsilon) / Sigma) * (density - (cosh(temperature - sin(exp(density))) - (density * (Epsilon - (square(density) * Sigma)))))"
27,0.009495429,"square(Epsilon) * ((density * (nu * Epsilon)) - cosh((temperature - 0.07720655) - square(sin(exp(density)) * sinh(Sigma))))"
28,0.009109141,"(square(Epsilon) / Sigma) * (density - (cosh(temperature - sin(exp(density))) - ((density * (sqrt(Epsilon * nu) - density)) / Epsilon)))"
29,0.00872171,"square(Epsilon) * (((nu * Epsilon) * density) - cosh((temperature - (epsilon_AB * 0.07720655)) - square(sin(exp(density)) * sinh(Sigma))))"
30,0.008711632,"square(Epsilon) * ((density * (nu * Epsilon)) - cosh((temperature - (0.07720655 * cube(Epsilon))) - square(sin(exp(density)) * sinh(Sigma))))"
31,0.008564535,"square(Epsilon) * (((nu * Epsilon) * density) - cosh((temperature - ((epsilon_AB / Sigma) * 0.07720655)) - square(sin(exp(density)) * sinh(Sigma))))"
32,0.007590676,"sin(square(Epsilon / Sigma)) * ((density * (nu * Epsilon)) - cosh((temperature - 0.07720655) - square(sin(exp(density)) * sinh(Sigma))))"
35,0.0074664014,"sin(square(Epsilon / Sigma)) * ((density * ((nu * Epsilon) + cube(0.2691694))) - cosh((temperature - 0.07720655) - square(sin(exp(density)) * sinh(Sigma))))"
