Complexity,Loss,Equation
1,0.41567975,"Sigma"
2,0.31182218,"log(temperature)"
3,0.20218225,"-1.0487558 + temperature"
4,0.13707544,"sqrt(temperature) - density"
5,0.07242225,"square(density - sqrt(temperature))"
6,0.04460884,"square((temperature / 1.4091347) - density)"
7,0.033741754,"square(sqrt(density) - (temperature / 1.2400091))"
8,0.03267709,"square(temperature / (1.295161 + density)) - 0.403649"
9,0.030816957,"((temperature - 0.99081767) / (0.39932498 + density)) - 0.27634352"
10,0.020320088,"square(cube(cube(density)) + ((temperature / 1.4344355) - density))"
12,0.015868755,"square(density - (cube(cube(density)) + (temperature / 1.3712939))) - 0.14980976"
13,0.0141421445,"(square(density - ((temperature / 1.5229585) + cube(density))) - density) - -0.3430586"
14,0.012760753,"square(density - ((temperature / 1.4054358) + cube(square(density)))) - (density * 0.2945781)"
15,0.012520636,"square(density - ((temperature / 1.4091668) + square(cube(density)))) - square(-0.6273056 * density)"
16,0.011959002,"square(density - ((temperature / 1.4091668) + square(cube(density)))) - square(sqrt(density) - 0.39932498)"
17,0.011919606,"square(density - ((temperature / 1.4091668) + square(cube(density)))) - square(exp(-0.937837) - sqrt(density))"
18,0.011822872,"square(density - ((temperature / (1.4091668 / 0.9956751)) + square(cube(density)))) - square(sqrt(density) - 0.39932498)"
20,0.009985021,"(temperature - cosh(sin((temperature * 1.2011107) * density))) / ((density / temperature) + exp(-0.6955549))"
21,0.008916469,"0.03921386 + ((temperature - cosh(sin((temperature * 1.2106493) * density))) / ((density / temperature) + 0.51351213))"
22,0.008906065,"((temperature - cosh(sin((temperature * density) / 0.8358013))) / ((density / temperature) + cube(Sigma))) + 0.04867445"
23,0.008801989,"(0.05883511 / temperature) + ((temperature - cosh(sin((temperature * 1.2106493) * density))) / ((density / temperature) + 0.51351213))"
24,0.007930994,"cube(square(cube(density))) + ((temperature - cosh(sin((temperature * density) * -1.1631067))) / ((density / temperature) + 0.51351213))"
25,0.0073746406,"square(cube(cube(density))) + ((temperature - cosh(sin((temperature * density) * 1.1753186))) / ((density / temperature) + exp(-0.6955549)))"
27,0.0073235887,"square(cube(cube(density))) + ((temperature - cosh(sin(((temperature * density) * 1.1824083) - 0.012274358))) / ((density / temperature) + exp(-0.6955549)))"
28,0.0072770175,"((temperature - cosh(sin((temperature * density) * 1.1753186))) / (((density + -0.051939182) / temperature) + (Sigma + -0.28143466))) + square(cube(cube(density)))"
29,0.0070675965,"square(cube(cube(density))) + ((temperature - cosh(sin(density * (temperature / Sigma)))) / (cube(Sigma) + ((square(density) / sqrt(temperature)) - -0.024007253)))"
30,0.0066699246,"((temperature - cosh(sin((temperature * density) * 1.1753186))) / ((sqrt(square(density + -0.051939182)) / temperature) + (Sigma + -0.28143466))) + square(cube(cube(density)))"
31,0.006612826,"cube(cube(density) + -0.18922924) + ((temperature - cosh(sin((-0.043174066 - density) * ((temperature - 0.0671268) / Sigma)))) / (0.51933885 + (square(density) / sqrt(temperature))))"
32,0.006537669,"((temperature - cosh(sin((-0.043174066 - density) * ((square(-0.31383422) - temperature) / Sigma)))) / (0.51933885 + (square(density) / sqrt(temperature)))) + cube(cube(density) + -0.18922924)"
35,0.0065347105,"((temperature - cosh(sin((-0.043174066 - density) * ((square(sin(-0.31383422)) - temperature) / Sigma)))) / (0.51933885 + (square(density) / sqrt(temperature)))) + cube(cube(density) + -0.18922924)"
