Complexity,Loss,Equation
1,0.06567962,"-0.30813864"
2,0.06567948,"cube(-0.67515177)"
3,0.029026058,"-0.011857546 * temperature"
5,0.028763244,"(temperature * -0.012762608) - -0.0312157"
6,0.028277375,"(temperature + log(MW)) * -0.011857546"
7,0.02359803,"((4.779028 - temperature) / LogP) / TPSA"
8,0.023148933,"sin((4.1737647 - temperature) / LogP)"
9,0.023126505,"sin((exp(1.4179914) - temperature) / LogP)"
10,0.022541536,"tan((5.7249756 - temperature) / (TPSA + LogP))"
11,0.022276195,"sinh(sin((4.1781135 - temperature) / LogP))"
12,0.022032084,"tan((log(square(temperature)) - temperature) / (TPSA * LogP))"
14,0.020366533,"cube(sin(log(temperature + square(log((MW + density) / TPSA)))))"
15,0.020320717,"cube(sin(log(temperature + square(log((sqrt(LogP) + density) + MW)))))"
16,0.01864454,"cube(sin(log(temperature + square(log(TPSA / (MW + (density * 1.5955521)))))))"
17,0.018078985,"cube(sin(log(temperature + square(log(((sqrt(LogP) + density) + MW) / TPSA)))))"
18,0.017890632,"cube(sin(log(temperature + square(log(TPSA / (MW + ((density - -3.0886788) * 1.5955521)))))))"
19,0.015024313,"cube(cube(sin(log(square(log(((MW + density) / TPSA) / 0.26527867)) + temperature)))) - 0.10498059"
20,0.013618647,"cube(cube(sin(log(temperature + square(log(MW + (density * sqrt(density))) / TPSA))))) - 0.10498059"
21,0.01229833,"cube(cube(sin(log(temperature + (square(1.0598642 + log((MW + density) + density)) / TPSA))))) + -0.085093476"
22,0.010926202,"cube(cube(sin(log(temperature + square(log((MW / 0.46049893) + (density * sqrt(density))) / TPSA))))) - 0.10498059"
23,0.010926199,"cube(cube(sin(log(temperature + square(log((MW / 0.46049893) + (density * sqrt(density))) / square(TPSA)))))) - 0.10498059"
24,0.010602848,"cube(cube(sin(log(temperature + square(log(((MW + 1.4934856) / 0.46049893) + (density * sqrt(density))) / TPSA))))) - 0.10498059"
25,0.009992396,"sinh(cube(cube(sin(log(temperature + square(log(MW + (MW + (density * sqrt(density)))) / TPSA))))) - 0.10498059)"
26,0.008414803,"sinh(cube(cube(sin(log(square(log(density * sqrt(density + MW)) / TPSA) + temperature)))) - (0.5155594 / sqrt(density)))"
27,0.0069789947,"sinh(cube(cube(sin(log(temperature + square(log((sqrt(cube(density)) + MW) + MW) / TPSA))))) - (0.35867468 / sqrt(density)))"
28,0.006559597,"tan(cube(cube(sin(log(square(log((MW + (density * sqrt(density))) + MW) / TPSA) + temperature)))) - (0.35867468 / sqrt(density)))"
29,0.0065587875,"tan(cube(cube(sin(log(square(log((MW + (density * sqrt(density))) + MW) / square(TPSA)) + temperature)))) - (0.35867468 / sqrt(density)))"
30,0.006166693,"sinh(sinh(cube(cube(sin(log(temperature + square(log((sqrt(cube(density)) + MW) + MW) / TPSA)))))) - (0.35867468 / sqrt(density)))"
31,0.0061095934,"sinh(sinh(cube(cube(sin(log(square(log((MW / 0.46049893) + (density * sqrt(density))) / TPSA) + temperature))))) - (0.35867468 / sqrt(density)))"
32,0.006052789,"sinh(sinh(cube(cube(sin(log((temperature + square(log((sqrt(cube(density)) + MW) + MW) / TPSA)) + 0.60330117))))) - (0.35867468 / sqrt(density)))"
33,0.0059408913,"sinh(sinh(cube(cube(sin(log(square(log((MW + ((density - -1.4835844) * sqrt(density))) + MW) / TPSA) + temperature))))) - (0.35867468 / sqrt(density)))"
34,0.004949061,"tan(cube(cube(sin(log(temperature + square(log(((density * (exp(sin(sqrt(density))) - -0.89481115)) + MW) / 0.40788916) / TPSA))))) - (0.33035955 / sqrt(density)))"
35,0.004948304,"tan(cube(cube(sin(log(temperature + square(log(((density * (exp(sin(sqrt(density))) - -0.89481115)) + MW) / 0.40788916) / square(TPSA)))))) - (0.33035955 / sqrt(density)))"
