Complexity,Loss,Equation
1,0.19143526,"-0.40951267"
2,0.19140565,"cube(-0.7458575)"
3,0.12887064,"0.8020757 - nu"
4,0.12660106,"cube(-0.5928247 * nu)"
5,0.06902111,"(1.0814613 - temperature) * Epsilon"
6,0.06059109,"cube((1.1950521 / temperature) - nu)"
7,0.047284488,"(1.119774 - temperature) * (epsilon_AB - -0.26435077)"
8,0.045466114,"cube(((nu / temperature) - nu) / Sigma)"
9,0.03979977,"(((Kappa_AB * density) - temperature) * Epsilon) + 0.46015877"
10,0.030153325,"square(log(temperature)) * (-0.42884457 - sqrt(epsilon_AB / density))"
11,0.021952348,"(1.119774 - temperature) * (square(density - Epsilon) + square(Epsilon))"
12,0.016901877,"(1.2526871 - temperature) * cube(sqrt(Epsilon + square(Epsilon - density)))"
14,0.015726196,"cube(sqrt(Epsilon + (square(Epsilon - density) * 0.89293015))) * (1.2526871 - temperature)"
15,0.012532767,"(1.2975003 - temperature) * (((square(square(density - Epsilon)) - -0.10446131) / 0.46931174) + epsilon_AB)"
17,0.011867246,"((((square(square(Epsilon - density)) - -0.10446131) / 0.47509393) + epsilon_AB) * (1.2975003 - temperature)) - 0.03530662"
18,0.011846239,"((((square(square(Epsilon - density)) - -0.10446131) / 0.47509393) + epsilon_AB) * (1.2975003 - temperature)) + cube(-0.32153967)"
19,0.011651143,"((1.2975003 - temperature) * (((square(square(Epsilon - density)) - -0.10446131) / 0.47509393) + epsilon_AB)) + (-0.040406737 / temperature)"
20,0.010792917,"((1.2975003 - temperature) * (((square(square(density - Epsilon)) - -0.10446131) / 0.46931174) + epsilon_AB)) + (-0.10446131 / cube(temperature))"
22,0.010701668,"((1.2975003 - temperature) * (((square(square(Epsilon - density)) - -0.10446131) / 0.46931174) + epsilon_AB)) + ((-0.10446131 / 0.88392466) / cube(temperature))"
23,0.010612664,"((1.2975003 - temperature) * (((square(square(Epsilon - density)) - -0.10446131) / 0.46931174) + epsilon_AB)) + ((-0.10446131 / cube(0.88392466)) / cube(temperature))"
24,0.010486519,"((((square(Epsilon - tan(density / (Sigma - -0.12221279))) + 0.56021106) * (1.1317126 - temperature)) * Epsilon) / square(Sigma)) - -0.026175383"
25,0.010391927,"((((1.1317126 - temperature) * (square(Epsilon - sinh(density / Sigma)) + 0.6285297)) * Epsilon) / square(Sigma)) - (-0.069853246 * log(temperature))"
26,0.009788121,"(sqrt(epsilon_AB - -0.039689407) + (sqrt(cube(square((sinh(density) - Epsilon) / 0.84465057))) * Epsilon)) * (1.1317126 - sqrt(sinh(temperature)))"
28,0.009542948,"(sqrt(epsilon_AB - -0.039689407) + (Epsilon * sqrt(cube(square(((sinh(density) - 0.020280542) - Epsilon) / 0.84465057))))) * (1.1317126 - sqrt(sinh(temperature)))"
29,0.009510432,"(sqrt(sinh(epsilon_AB) - -0.039689407) + (sqrt(cube(square((sinh(density) - Epsilon) / 0.84465057))) * Epsilon)) * (1.1317126 - sqrt(sinh(temperature)))"
30,0.008464865,"((((square(Epsilon - tan(density / (sqrt(Sigma) - (-0.12221279 / cube(temperature * Epsilon))))) + 0.56021106) * (1.1317126 - temperature)) * Epsilon) / square(Sigma)) - -0.026175383"
31,0.008352583,"((((square(Epsilon - tan(density / (sqrt(Sigma) - (-0.12221279 / cube(temperature * Epsilon))))) + cube(0.8291331)) * (1.1317126 - temperature)) * Epsilon) / square(Sigma)) - -0.026175383"
32,0.008265626,"((((square(Epsilon - tan(density / (Sigma - (-0.12221279 / ((temperature * Epsilon) * square(Sigma)))))) + cube(0.8291331)) * (1.1317126 - temperature)) * Epsilon) / square(Sigma)) - -0.026175383"
33,0.008039789,"((((square(Epsilon - tan(density / (Sigma - (-0.12221279 / cube(sqrt(temperature * Epsilon) * Sigma))))) + cube(0.8291331)) * (1.1317126 - temperature)) * Epsilon) / square(Sigma)) - -0.026175383"
34,0.008025232,"((((square(Epsilon - tan(density / (Sigma - (-0.12221279 / sqrt(cube((temperature * Epsilon) * cube(Sigma))))))) + cube(0.8291331)) * (1.1317126 - temperature)) * Epsilon) / square(Sigma)) - -0.026175383"
35,0.007861944,"((((cube(0.8291331) + square(Epsilon - tan(density / (Sigma - (-0.12221279 / (cube(sqrt(temperature * Epsilon) * Sigma) * Sigma)))))) * (1.1317126 - temperature)) * Epsilon) / square(Sigma)) - -0.026175383"
