Complexity,Loss,Equation
1,0.19219181,"-0.40222788"
2,0.19196227,"log(0.6587969)"
3,0.12918821,"0.80261844 - nu"
4,0.12704706,"-0.2069269 * cube(nu)"
5,0.06953927,"Epsilon * (1.0804381 - temperature)"
6,0.06086504,"cube((1.1934847 / temperature) - nu)"
7,0.04761937,"(1.1159327 - temperature) * (epsilon_AB + 0.26343858)"
8,0.045899212,"cube(((nu / temperature) - nu) / Sigma)"
9,0.04024515,"(((density * Kappa_AB) - temperature) * Epsilon) + 0.46031737"
10,0.035511687,"(sqrt(density) - (temperature - 0.3966738)) * (0.23603797 + Kappa_AB)"
11,0.03379245,"(sqrt(sqrt(density) * nu) - temperature) * (0.22868435 + epsilon_AB)"
12,0.032008182,"((sqrt(density) * Epsilon) - (temperature - 0.39014333)) * (0.20005931 + epsilon_AB)"
13,0.030844472,"(((density * Kappa_AB) - (temperature - 0.44729617)) * (epsilon_AB + 0.2185977)) + 0.0883841"
14,0.022263909,"(sin(temperature * density) - (temperature - 0.39014333)) * (0.2506575 + Kappa_AB)"
16,0.013243251,"(sin(sqrt(cube(density * temperature))) - (temperature - 0.4401671)) * (0.21403024 + Kappa_AB)"
17,0.012548168,"(sin(density * (cube(Sigma) + temperature)) - (temperature - 0.3192612)) * (Kappa_AB + 0.22868435)"
18,0.011453786,"(sin(density * (temperature + (1.2350867 - Kappa_AB))) - (temperature - 0.3192612)) * (Kappa_AB + 0.22868435)"
19,0.011230209,"(sin(density * (temperature + square(nu - Kappa_AB))) - (temperature - 0.3192612)) * (Kappa_AB + 0.22868435)"
20,0.010767594,"((sin(((1.8226551 + temperature) * density) / nu) - (temperature - 0.3192612)) * (epsilon_AB + 0.22868435)) - -0.032683592"
21,0.010421921,"((sin(density * (temperature + cube(nu - Kappa_AB))) - (temperature - 0.3192612)) * (epsilon_AB + 0.22868435)) - -0.032683592"
23,0.009608258,"sinh(((temperature - (sin(((temperature + 1.8226551) * density) / nu) - -0.2359908)) * (0.92620045 - nu)) / Sigma)"
24,0.009290083,"sinh(((temperature - (sin(density * (temperature + square(nu - Kappa_AB))) - -0.2359908)) * (0.92620045 - nu)) / Sigma)"
25,0.0091615245,"sinh(((temperature - (sin((((temperature + 1.8226551) * density) - -0.06727347) / nu) - -0.2359908)) * (0.92620045 - nu)) / Sigma)"
26,0.008865665,"tan(sin((0.92620045 - nu) * (temperature - (sin(((temperature + 1.8226551) * density) / nu) - -0.2974599))) / Sigma)"
27,0.008448309,"tan(sin((0.92620045 - nu) * (temperature - (sin(density * (temperature + (square(1.1951737) - Kappa_AB))) - -0.2974599))) / Sigma)"
28,0.0075775464,"sinh((((0.92620045 - nu) * (temperature - sinh(sin((((temperature + 1.3802248) * density) + 0.41213688) / nu)))) / Sigma) + 0.05526295)"
29,0.007429725,"sinh((((exp(-0.09058229) - nu) * (temperature - sinh(sin((((1.3039027 + temperature) * density) + 0.41213688) / nu)))) / Sigma) + 0.0628017)"
31,0.0073714466,"sinh((((exp(-0.03585122 / 0.42264828) - nu) * (temperature - sinh(sin((((1.3039027 + temperature) * density) + 0.41213688) / nu)))) / Sigma) + 0.0628017)"
32,0.007322665,"sinh((((exp(-0.09058229) - nu) * (temperature - sinh(sin(((((temperature + 1.2350867) * density) + square(0.5952097)) - -0.09058229) / nu)))) / Sigma) + 0.0628017)"
33,0.0071835113,"sinh((((exp(-0.07988513 / Sigma) - nu) * (temperature - sinh(sin(((((temperature + 1.2350867) * density) - -0.056472164) + 0.41213688) / nu)))) / Sigma) + 0.0628017)"
35,0.007172097,"sinh((((exp(-0.07988513 / Sigma) - nu) * (temperature - (sinh(sin(((((temperature + 1.2350867) * density) - -0.056472164) + 0.41213688) / nu)) + 0.0052165347))) / Sigma) + 0.0628017)"
