Complexity,Loss,Equation
1,0.053929146,"-0.29724702"
2,0.05392366,"cube(-0.6655425)"
3,0.027416687,"-0.14273137 * temperature"
4,0.017976316,"square(temperature) * -0.05465283"
6,0.007741197,"cube((temperature + density) * -0.22550395)"
7,0.0033833242,"cube((cube(density) + temperature) * -0.2427584)"
8,0.0031380542,"cube(-0.24049471 * temperature) * exp(cube(density))"
9,0.002997554,"cube(temperature * -0.24394278) * exp(square(square(density)))"
10,0.0024375129,"(exp(cube(density)) * cube(-0.23412259 * temperature)) - 0.03945087"
11,0.0022592074,"(cube(-0.23639518 * temperature) * exp(square(square(density)))) - 0.04415177"
12,0.0022281434,"((exp(cube(density)) + -0.18911405) * cube(temperature * -0.24315143)) - 0.04698302"
13,0.002213131,"-0.04642086 + cube((temperature * -0.22444372) / cos(density + -0.16785331))"
14,0.0014808319,"(cube(temperature * -0.23639518) * exp(cube(density))) - square(square(-0.5914954 + density))"
16,0.001138084,"(cube(temperature * -0.23412259) * exp(cube(density) * nu)) + cube(cube(-0.8390789 + density))"
18,0.00091123214,"(cube(-0.23296441 * temperature) * exp(cube(density) * nu)) - (square(cube(-0.8390789 + density)) / temperature)"
20,0.0008084418,"((cube(-0.23296441 * temperature) * exp(cube(density) * nu)) - (square(cube(-0.8390789 + density)) / temperature)) + -0.009213778"
21,0.0007434166,"((cube(-0.23296441 * temperature) * exp(cube(density) * nu)) - (square(square(square(density + -0.878102))) / temperature)) + -0.015929002"
22,0.00073351216,"(cube(-0.23296441 * temperature) * exp(cube(density) * nu)) - ((square(square(square(density + -0.8753827))) / temperature) - cube(-0.2379641))"
23,0.00064988143,"(cube(-0.23296441 * temperature) * exp((cube(density) * Sigma) * nu)) - ((square(square(square(density + -0.8753827))) / temperature) - -0.020379646)"
24,0.0006270662,"(sin(cube(-0.23296441 * temperature)) * exp(cube(density) * nu)) - ((square(square(square(density + -0.8753827))) / temperature) - -0.020379646)"
25,0.00061499706,"(cube(-0.23296441 * temperature) * exp((cube(density) * Sigma) * nu)) - ((square(square(square((density * 1.2701699) + -0.8753827))) / temperature) - -0.020379646)"
26,0.0006036053,"(sin(cube(-0.23296441 * temperature)) * exp(cube(density) * nu)) - ((square(square(square((density * nu) + -0.8753827))) / temperature) - -0.020379646)"
27,0.0005991219,"(sin(cube(-0.23296441 * temperature)) * exp(cube(density) * nu)) - ((square(square(square((density * square(nu)) + -0.8753827))) / temperature) - -0.020379646)"
28,0.0005941639,"(sin(cube(-0.23296441 * temperature)) * exp(cube(density) * nu)) - ((square(square(square((density * nu) + -0.8753827))) / temperature) - (-0.020379646 / Sigma))"
29,0.00058353273,"(sin(cube(-0.23296441 * temperature)) * exp(cube(density) * nu)) - (((square(square(square((density * square(nu)) + -0.8753827))) / temperature) - -0.020379646) / Sigma)"
31,0.0005801373,"(sin(cube(-0.23296441 * temperature)) * exp(cube(density) * nu)) - (((square(square(square(((density / 0.95479745) * square(nu)) + -0.8753827))) / temperature) - -0.020379646) / Sigma)"
32,0.0005697296,"((exp((cube(density) * Sigma) * nu) + -0.027673906) * cube(-0.23296441 * temperature)) - ((((cube(cube(-0.8753827 + density)) * -1.8112795) / 1.5914614) / temperature) - (-0.020379646 / square(cube(Sigma))))"
33,0.00056122657,"((exp((cube(density) * Sigma) * nu) + -0.027673906) * cube(-0.23296441 * temperature)) - (((cube(cube(-0.8753827 + density)) / sin(-1.4921199)) / temperature) - (-0.020379646 / square(cube(Sigma))))"
34,0.0005459788,"((exp((cube(density) * Sigma) * nu) + -0.027673906) * cube(-0.23296441 * temperature)) - ((((cube(cube(-0.8753827 + (density / 0.8208467))) * -1.8112795) / 1.5914614) / temperature) - (-0.020379646 / square(cube(Sigma))))"
