Complexity,Loss,Equation
1,0.28937995,"-0.50852007"
2,0.28935114,"cube(-0.8009327)"
3,0.19041769,"0.055196702 - Epsilon"
4,0.18773173,"cube(nu) * -0.2072533"
5,0.10045157,"Epsilon * (1.0077133 - temperature)"
6,0.08749957,"cube((1.2196901 / temperature) - nu)"
7,0.067657515,"(Epsilon * (density - temperature)) - -0.33067006"
8,0.050228678,"square(Epsilon * (temperature - density)) * -0.48441803"
9,0.04151147,"-0.61378473 * square((temperature - sqrt(density)) * Epsilon)"
10,0.03558304,"-0.4678939 * square(Epsilon * ((density * epsilon_AB) - temperature))"
11,0.033795733,"square(Epsilon * (temperature - (sqrt(density) * Epsilon))) * -0.5963271"
12,0.025323054,"square(Epsilon * (temperature - density)) * (-0.4678939 - cube(cube(density)))"
14,0.024738053,"(((-0.14431141 * density) - cube(Epsilon)) / nu) * square(sqrt(density) - temperature)"
15,0.020510508,"(((-0.20668508 * square(density)) - cube(Epsilon)) / nu) * square(temperature - sqrt(density))"
16,0.016524287,"((((-0.31590536 - cube(density)) / temperature) - epsilon_AB) / 1.9633031) * square(sqrt(density) - temperature)"
17,0.01521201,"((((-0.31590536 - square(square(density))) / 2.4466999) - epsilon_AB) / 1.9633031) * square(sqrt(density) - temperature)"
18,0.01492888,"(((-0.13983211 * density) - cube(Epsilon)) / nu) * square(temperature - sin(2.2372475 * density))"
19,0.010781485,"((((-0.13332835 - density) / temperature) - epsilon_AB) / 1.9633031) * square(temperature - sin(2.2372475 * density))"
20,0.0085063875,"square(sin(1.9849615 * density) - temperature) * (((-0.08953879 - (square(density) * Epsilon)) - Kappa_AB) / 1.9849615)"
21,0.00840418,"square(temperature - sin(nu * density)) * (((-0.09390701 - (square(square(density)) * Epsilon)) - Kappa_AB) / 1.9633031)"
22,0.007961228,"square(sin(1.9849615 * density) - temperature) * (((-0.08953879 - ((square(density) * nu) / temperature)) - Kappa_AB) / 1.9633031)"
23,0.0066058743,"square(square(sin((density * nu) - -0.29162416)) - temperature) * (((-0.09390701 - (cube(density) * Epsilon)) - Kappa_AB) / 1.9633031)"
25,0.0064112497,"square(square(sin((density * nu) - -0.2908966)) - temperature) * (((-0.09390701 - (cube(density) * (Epsilon - -0.030225534))) - Kappa_AB) / 1.9633031)"
26,0.0061556185,"square(square(sin((density * nu) - -0.29162416)) - temperature) * (((-0.09390701 - (sinh(cube(density)) * Epsilon)) - Kappa_AB) / 1.9633031)"
28,0.0060832957,"square(square(sin((nu * density) - -0.29162416)) - temperature) * (((-0.09390701 - (Epsilon * sinh(cube(density - 0.0066954433)))) - epsilon_AB) / 1.9633031)"
29,0.0060174977,"(square(sin(tan(density) * nu) - temperature) + -0.08506135) * ((((-0.08953879 / Sigma) - ((cube(density) * nu) / temperature)) - Kappa_AB) / 1.9541128)"
31,0.0058328924,"(square(sin(tan(density) * nu) - temperature) + (-0.08506135 * epsilon_AB)) * ((((-0.08953879 / Sigma) - ((cube(density) * nu) / temperature)) - Kappa_AB) / 1.9541128)"
33,0.005808746,"(square(sin(tan(density) * nu) - temperature) + (Kappa_AB * -0.08953879)) * ((((-0.08953879 / Sigma) - ((cube(density) * nu) / (temperature * 0.97884786))) - Kappa_AB) / 1.9633031)"
35,0.005778729,"(square(sin(tan(density) * nu) - temperature) + (Kappa_AB * -0.08953879)) * ((((-0.08953879 / Sigma) - (((nu * cube(density)) / (temperature * 0.97884786)) + -0.001652751)) - Kappa_AB) / 1.9633031)"
