Complexity,Loss,Equation
1,0.28728184,"-0.50396246"
2,0.2871909,"cube(-0.8007348)"
3,0.18923171,"0.055425413 - Epsilon"
4,0.1865716,"cube(nu * -0.5916155)"
5,0.09999939,"(1.0105836 - temperature) * Epsilon"
6,0.093792,"-0.29666203 * square(temperature * Epsilon)"
7,0.06799973,"((density - temperature) * Epsilon) - -0.33077267"
8,0.06010719,"(Epsilon * (sqrt(density) - temperature)) - -0.24127176"
9,0.049959805,"(Kappa_AB - -0.22230072) * ((density - temperature) + 0.55225563)"
10,0.042612284,"(0.40884325 - (temperature - sqrt(density))) * (Kappa_AB - -0.24286954)"
11,0.029230366,"(1.2739271 - temperature) * ((Kappa_AB / (density - -0.37134808)) - -0.28983504)"
13,0.027722383,"((Kappa_AB / (density - -0.31768236)) - (-0.49199134 * density)) * (1.2907133 - temperature)"
14,0.02116285,"(1.2907133 - temperature) * ((Kappa_AB / (density - -0.33023223)) - (-0.1642095 * exp(density)))"
15,0.01882191,"(1.2769626 - temperature) * ((Kappa_AB / (density - -0.33023223)) - (-0.17961077 * exp(square(density))))"
16,0.01652382,"(0.44952905 - (temperature - sin(sqrt(cube(temperature * density))))) * (Kappa_AB - -0.22230072)"
18,0.016357454,"(0.44952905 - (temperature - sin(sqrt(cube(temperature * (density / 1.0211644)))))) * (Kappa_AB - -0.22230072)"
19,0.015427653,"sinh((0.43632925 - (temperature - sin((0.1385536 + density) * temperature))) * (Kappa_AB - -0.24911886))"
21,0.0114655895,"sinh((0.42385203 - (temperature - sin(Sigma * ((density + 0.22577873) * temperature)))) * (epsilon_AB - -0.24911886))"
22,0.011457451,"sinh((0.42385203 - (temperature - sin(Sigma * ((density + square(0.48161846)) * temperature)))) * (Kappa_AB - -0.24835658))"
23,0.010749306,"sinh((0.42385203 - (temperature - sin(Sigma * (((density / 0.9291773) + 0.21794473) * temperature)))) * (Kappa_AB - -0.24835658))"
24,0.010025636,"sinh((0.42385203 - (temperature - sin(Sigma * ((sinh(density) + 0.21794473) * temperature)))) * (Kappa_AB - -0.24835658))"
25,0.009244986,"sinh((0.32713467 - (temperature - sin((sqrt(cube(density)) + (0.32713467 / nu)) * temperature))) * (Kappa_AB - -0.24279524)) * Sigma"
27,0.008856438,"sinh((0.42385203 - (temperature - sin((sqrt(cube(density)) + sqrt(0.1385536 / cube(nu))) * temperature))) * ((0.9055877 * epsilon_AB) - -0.24911886))"
28,0.008782927,"sinh((0.42385203 - (temperature - sin((sqrt(cube(density)) + sqrt(cube(0.52258384) / cube(nu))) * temperature))) * ((0.9055877 * epsilon_AB) - -0.24911886))"
29,0.008255284,"sinh((Kappa_AB - -0.24911886) * (0.4067477 - (temperature - sin((sqrt(cube(density)) + sqrt(0.1385536 / (cube(nu) - density))) * temperature)))) / 1.1702648"
30,0.008152907,"sinh((Kappa_AB - -0.24911886) * (0.4067477 - (temperature - sin((sqrt(cube(density)) + sqrt(0.1385536 / (cube(nu) - square(density)))) * temperature)))) / 1.1702648"
31,0.007974064,"sinh(((Kappa_AB - -0.24835658) * (0.42385203 - (temperature - sin(((1.1461214 / (cube(nu) - cube(-1.135771))) + sqrt(cube(density))) * temperature)))) + -0.030170856) / 1.1461214"
33,0.0079550175,"sinh(((Kappa_AB - -0.24835658) * (0.42385203 - (temperature - sin((((1.1461214 / 1.0126623) / (cube(nu) - cube(-1.135771))) + sqrt(cube(density))) * temperature)))) + -0.030170856) / 1.1461214"
35,0.00794543,"sinh(((Kappa_AB - -0.24835658) * (0.42385203 - (temperature - sin((((1.1461214 / 1.0126623) / (cube(nu) - cube(-1.1402509))) + sqrt(cube(density / 0.99793017))) * temperature)))) + -0.030170856) / 1.1461214"
