Complexity,Loss,Equation
1,0.28972715,"-0.51898307"
2,0.28971887,"cube(-0.80216795)"
3,0.18899116,"0.053011242 - Epsilon"
4,0.18622203,"-0.20895307 * cube(nu)"
5,0.10020255,"(1.0082364 - temperature) * Epsilon"
6,0.09359239,"square(temperature * Epsilon) * -0.29367757"
7,0.06798902,"0.32709143 + (Epsilon * (density - temperature))"
8,0.06007719,"0.23570898 + (Epsilon * (sqrt(density) - temperature))"
9,0.04998917,"((temperature - 0.5374966) - density) * (-0.21953048 - epsilon_AB)"
10,0.04274161,"((temperature - 0.41581976) - sqrt(density)) * (-0.25782982 - Kappa_AB)"
11,0.030928155,"(-0.25124386 - (epsilon_AB / (density - -0.44869894))) * (temperature - 1.1658462)"
12,0.029126132,"(-0.28087464 - (epsilon_AB / (density - -0.3813917))) * (temperature - square(1.1156027))"
13,0.018069424,"cube((temperature + square(epsilon_AB - density)) * ((epsilon_AB - -1.2249331) * -0.1952407))"
14,0.017987026,"cube((temperature + square(epsilon_AB - density)) * ((Kappa_AB - cube(-1.0674328)) * -0.19639352))"
15,0.017059075,"cube(((epsilon_AB - -1.1994715) * -0.20458904) * (temperature + cube(sqrt(square(density - epsilon_AB)))))"
17,0.015045416,"cube((temperature + square(epsilon_AB - (cube(sqrt(density)) * nu))) * ((epsilon_AB - -1.2203989) * -0.1952407))"
18,0.01488327,"cube((temperature + square(epsilon_AB - (cube(sqrt(density)) * nu))) * ((epsilon_AB - -1.2203989) * cube(-0.57949543)))"
19,0.013603615,"cube((temperature + (0.92887473 * square(epsilon_AB - (cube(sqrt(density)) * nu)))) * ((epsilon_AB - -1.2249331) * -0.1952407))"
20,0.013270369,"cube((temperature + (square(epsilon_AB - (nu * cube(sqrt(density)))) * 0.8378069)) * ((Kappa_AB - cube(-1.0844333)) * -0.1952407))"
21,0.0130296815,"cube((temperature + (square(square(Epsilon) - (nu * cube(sqrt(density)))) * 0.8378069)) * ((Kappa_AB - cube(-1.0844333)) * -0.1952407))"
22,0.012127721,"cube((temperature + square((epsilon_AB - (cube(sqrt(density)) * nu)) * -0.9114295)) * sinh((epsilon_AB - -1.2249331) * -0.1952407))"
24,0.012004673,"cube((temperature + (square(epsilon_AB - (nu * cube(sqrt(density * 1.0237756)))) * 0.8378069)) * (((Kappa_AB * 1.0893983) - cube(-1.0674328)) * -0.1952407))"
25,0.01191068,"cube(((square(epsilon_AB - (nu * cube(sqrt(1.0237756 * density)))) * sqrt(0.688213)) + temperature) * (((Kappa_AB * 1.0893983) - cube(-1.0674328)) * -0.1952407))"
26,0.011845873,"cube((((square(epsilon_AB - (nu * cube(sqrt(density * 1.0237756)))) / 1.0237756) * 0.8378069) + temperature) * (((Kappa_AB * 1.0893983) - cube(-1.0674328)) * -0.1952407))"
27,0.011838115,"cube(((square(epsilon_AB - (nu * cube(sqrt(1.0237756 * density)))) * sqrt(0.688213)) + (temperature + -0.009945806)) * (((Kappa_AB * 1.0893983) - cube(-1.0674328)) * -0.1952407))"
28,0.0117976125,"cube((((square(epsilon_AB - ((nu / 0.99122465) * cube(sqrt(density * 1.0237756)))) / 1.0237756) * 0.8378069) + temperature) * (((Kappa_AB * 1.0893983) - cube(-1.0674328)) * -0.1952407))"
29,0.011126443,"cube((-0.19474903 * ((Kappa_AB - -1.2412426) + (sqrt(sqrt(cube(square((tan(density) / Sigma) - (Epsilon + (1.9123868 / exp(square(temperature)))))))) * Epsilon))) * temperature)"
30,0.010379801,"cube((-0.19474903 * ((Kappa_AB - -1.2412426) + (cube(sqrt(sqrt(square((tan(density) / Sigma) - (((Epsilon / square(temperature)) + Epsilon) * 0.83101165))))) * Epsilon))) * temperature)"
32,0.010177578,"cube((-0.19474903 * ((Kappa_AB - -1.2412426) + (Epsilon * cube(sqrt(sqrt(square((tan(density) / Sigma) - (((nu / (exp(temperature) - epsilon_AB)) + Epsilon) * 0.83101165)))))))) * temperature)"
34,0.0101619875,"cube((-0.19474903 * ((Kappa_AB - -1.2412426) + (Epsilon * cube(sqrt(sqrt(square((tan(density) / Sigma) - (((nu / ((exp(temperature) - epsilon_AB) + 0.11953533)) + Epsilon) * 0.83101165)))))))) * temperature)"
35,0.010130322,"cube((-0.19474903 * ((Kappa_AB - -1.2412426) + (Epsilon * cube(sqrt(sqrt(square((tan(density) / Sigma) - ((Epsilon + sin(nu / (exp(temperature) - epsilon_AB))) * 0.83101165)))))))) * temperature)"
