r,count_on_policy,count_off_policy,expression,traversal,nmse_test,nmse_test_noiseless,success
0.7926878548489068,1,0,x2*(16.153523447276328*x3 + 16.153523447276328*exp(exp(x1 + 1.085204069193592*x2 - 0.915132539023793*x3 - 0.915132539023793*x4)) - 16.153523447276328*tanh(x2 + exp(sin(sin(x2)))) - 0.90634288575875126)*tanh(sin(cos(exp((x5 - 4.198558547266957)*cos(cos(tanh(cos(x3)))) + 0.9594716659477326*exp(tanh(x1))) + 2.78838185690727*sin(tanh(x5)) + 1.7703568524017081) + 2.1773809449022186) - 1.0058839120236855),"mul,x2,mul,mul,16.153523447276328,sub,add,add,add,exp,exp,sub,x1,mul,add,mul,-1.185843605070825,x2,add,x3,x4,0.915132539023793,-0.028054118212760108,x3,-0.02805394320906989,tanh,add,x2,exp,sin,sin,x2,tanh,sub,sin,add,cos,sub,sub,-1.7703568524017081,mul,sin,tanh,x5,2.78838185690727,exp,add,mul,exp,tanh,x1,0.9594716659477326,mul,add,x5,-4.198558547266957,cos,cos,tanh,cos,x3,2.1773809449022186,1.0058839120236855",0.06839826454167834,0.06839826454167834,False
0.790898931918198,1,0,-1.595656486222987*x2 - 3.1497680354057707*sin(sin(x5) + 1.024367460610423) + 3.7081122023326046 - 0.41815928028356003/(x2 + tanh(cos(-x5 + 4.777768502536709*sin(x1 + x3 + tanh(0.183090034783009*log(exp(x4))) + 3.6532773022662868) + 8.782545827582757/(exp(x2) + 0.8602610098146644)))),"sub,sub,sub,3.8677160305523692,mul,0.41815928028356003,add,sub,mul,sin,add,0.5121829778953412,add,sin,x5,0.5121844827150814,7.532459959443842,0.05171542439107643,inv,add,tanh,cos,sub,add,mul,sin,add,x1,add,add,1.8266386511331434,1.8266386511331434,add,tanh,mul,0.183090034783009,log,exp,x4,x3,4.777768502536709,mul,inv,add,0.8602610098146644,exp,x2,8.782545827582757,x5,x2,mul,x2,1.595656486222987,exp,-1.7079932312661492",0.06989892945157092,0.06989892945157092,False
0.7901973252171594,1,0,-7.666025851364486*x2 + x3 + (22.59110393806438*exp(0.21622033357781782*(x2 - 3.943125561614202)*exp(x2)) - 9.066212156076388)*cos(x1*exp(sin(x5)) - 3.6135141409179754) + cos(x5*(0.99553891940523543 - x2)*(6.430909397254419*tanh(x2 + 0.4541148090374839) - 3.1615643543384042) - exp(-sin(x2 - 2.169388765553226))) + 1.31727108917575,"add,cos,sub,mul,mul,mul,add,sub,0.3806188552331528,tanh,1.3423643289279041,tanh,sub,x2,sub,exp,0.3783116171977499,add,0.9569662926836611,0.9569662926836611,6.430909397254419,sub,sin,1.6652886695492264,x2,x5,exp,sin,sub,2.169388765553226,x2,sub,1.31727108917575,sub,sub,mul,7.666025851364486,x2,mul,sub,exp,mul,add,exp,0.629818341513601,mul,mul,0.26809147697666935,mul,sin,0.5071097531807668,exp,x2,sub,x2,3.943125561614202,1.660686520487346,9.066212156076388,cos,sub,3.6135141409179754,mul,exp,sin,x5,x1,x3",0.07049380143856789,0.07049380143856789,False
0.783764088437002,1,0,-30.92701251252232*x2*(x1*(x1*(sin(x2 - x5 + 14.505766798133157*sin(sin(x1 + 0.7236358542319813)) - 8.878309480108127) + 1.8266773560564311) - x3 + 28.255905495682452*tanh(x2*cos(1.525221796189202*sin(0.07100543774271971*exp(x2 + x5**2) + 1.2042448021025445))) - 1.8088683669107227) + 0.5199184525605752)*sin(-0.03279218653397754*x2 + 0.03279218653397754*cos(tanh(x2)) + 2.976401232239101) + x2,"add,mul,mul,x2,add,0.5199184525605752,mul,x1,add,sub,mul,sub,tanh,mul,cos,mul,1.525221796189202,sin,sub,exp,sub,mul,x5,x5,sub,mul,1.6263452330141646,1.6263452330141646,x2,-1.2042448021025445,x2,0.06401735620141852,28.255905495682452,x3,mul,x1,add,sin,sub,mul,sin,sin,add,x1,0.7236358542319813,14.505766798133157,add,sub,x5,x2,8.878309480108127,1.8266773560564311,mul,30.92701251252232,sin,sub,mul,sub,x2,cos,tanh,x2,0.03279218653397754,2.976401232239101,x2",0.0761175711503965,0.0761175711503965,False
0.782216290955275,1,0,-x2 + sin(sin(sin(0.9971854504533057*x2 - cos(2.382686943716206*exp(x2 + x4 - 1.015035699658053*tanh(cos((exp(-x2 + tanh(x2)) + 2.0404610835496486)*(x5 + sin(x1 - 1.6295352192366581) + 0.4970988800706331))))))) - 0.779242865318331) + 0.04528657208070203,"sub,sin,sub,sin,sin,sub,mul,tanh,3.282345981888328,x2,cos,exp,add,x2,add,x4,mul,sub,0.8553677659995491,tanh,cos,mul,add,add,x5,0.4970988800706331,sin,sub,x1,1.6295352192366581,add,exp,sub,tanh,x2,x2,2.0404610835496486,add,0.5075178498290267,0.5075178498290267,0.779242865318331,add,x2,sin,-0.04530206589002981",0.07751701963425615,0.07751701963425615,False
0.7751481681230699,1,0,0.85007111643878669*x1 + sin(x5*(-5.058812777696122*x1*exp((x2 - 0.2410125709347516)*tanh(x4)) + 5.058812777696122*exp(x2)*sin(x1 - 2.7190534222559106)*sin(sin(x2) - 0.8106139313585635)) + 0.39579303122640383) + 0.85007111643878669*cos(x2 + 0.4601800700588056) - 1.9006616263887436,"add,mul,sub,cos,add,0.4601800700588056,x2,sub,2.2358854331520033,x1,tanh,1.2564091432864646,sin,sub,sub,1.4345606882755244,0.565387329741535,sub,tanh,0.5144179889754267,mul,x5,mul,sub,mul,x1,exp,mul,tanh,x4,add,x2,-0.2410125709347516,mul,mul,exp,x2,sin,add,sub,1.659536617494948,x1,mul,1.4486547190151282,tanh,sin,1.1990315868562245,sin,sub,sin,0.9451997698109021,sin,x2,-5.058812777696122",0.08414404974644193,0.08414404974644193,False
0.7704591943888921,1,0,cos(x2*(-x3 + 0.32304994642399044 + 1/(0.084925464948803978*x2*(-(x2 - 0.7754469535311351)*(23.79004237885631*x1 + 23.79004237885631*sin(x1) + 23.79004237885631*sin((x5 - 0.41307302683759667)*sin(x1)) - 39.48364508369491) + cos(sin(x3)))*exp(-1.181462023990568*x4) - x3 - 0.23738367602798768))) - 1.049293143102829,"sub,cos,mul,sub,inv,sub,sub,div,mul,sub,cos,sin,x3,mul,mul,add,sin,mul,sin,x1,add,-0.41307302683759667,x5,sub,add,x1,sin,x1,1.659671069723965,23.79004237885631,add,sub,0.6115821050451772,1.3870290585763123,x2,x2,mul,exp,mul,1.181462023990568,add,1.5996844927992793,x4,1.7789348948457746,add,log,0.869129089112493,0.37764729174080774,x3,add,cos,1.8997467927124718,x3,x2,add,0.5246465715514146,0.5246465715514146",0.08876065912256584,0.08876065912256584,False
0.770297632942794,1,0,-0.718477913404488*sin(x2 + exp((x2*(x1 - 0.0071506789783051476) - 0.22313984329037426)*(17.846171642227574*x5 + 4.4204189624503792*cos(5.893413611783232*x2) - 3.773533288862752)) - 1.354023517750156) - 0.7566633267713094,"add,mul,0.718477913404488,sin,sub,sub,1.418474105092716,add,x2,exp,mul,sub,mul,x2,add,-0.0071506789783051476,x1,0.22313984329037426,sub,mul,add,mul,cos,mul,5.893413611783232,x2,add,0.12384782156837473,0.12384782156837473,x5,17.846171642227574,3.773533288862752,mul,0.2538712022710733,0.2538712022710733,-0.7566633267713094",0.08892294030013605,0.08892294030013605,False
0.7669139476528459,1,0,(x1*x5 + exp(0.985788076747319*x1 - 2.34857399871271*x2*(-x5 - 0.3617992911533341) - 0.985788076747319*cos(sin(2.342171442311475*x5))))*(-x1 - x2*(x2 + cos(x1 + x2) + tanh(0.060641642961218638*exp(x2 - 1/(x2 - 2.1174150427949403*tanh(x2) + 0.027979955430493128)))) + 0.8099088610202914*x3 + 1.406588682939854) - 1.1208641085522866,"sub,mul,sub,sub,0.9885186111716653,mul,add,sub,cos,add,x2,x1,tanh,mul,exp,add,sub,0.2744169951304044,inv,add,sub,x2,mul,2.1174150427949403,tanh,x2,0.027979955430493128,x2,-0.046088563525764695,x2,x2,add,mul,add,0.516193971802605,x3,-0.8099088610202914,x1,add,exp,mul,-0.985788076747319,add,sub,mul,sub,-0.3617992911533341,x5,mul,x2,2.382432952995338,x1,cos,sin,mul,x5,2.342171442311475,mul,x1,x5,1.1208641085522866",0.09237177745400396,0.09237177745400396,False
0.7637318352108927,1,0,x2*(-sin(-1.6197640029520899*x1*(x2*(x1 - x4) + x5*(6.465316534836549*x2 + cos(40.28344544108863*cos(x1 + cos(x1 + x4) - 1.0576677233373835) - 36.3399168825023))) + 1.6197640029520899*x1 + 1.6197640029520899*x2*(-x1 - exp(x4) + 2.5774801230611812) + 3.7960572510676632) - 2.6302728770241616) + x2,"add,mul,add,sub,sin,mul,sub,mul,x1,add,mul,add,cos,add,sub,mul,cos,sub,1.0576677233373835,add,x1,cos,add,x1,x4,add,20.141722720544315,20.141722720544315,35.85017471368583,cos,exp,0.7336124709234958,mul,x2,6.465316534836549,x5,mul,x2,sub,x1,x4,add,mul,x2,sub,sub,2.5774801230611812,x1,exp,x4,add,x1,2.3435866238224734,1.6197640029520899,2.3147797379285047,-0.3154931390956569,x2,x2",0.09570367785183097,0.09570367785183097,False
