r_best,r_max,r_avg_full,r_avg_sub,l_avg_full,l_avg_sub,ewma,n_unique_full,n_unique_sub,n_novel_full,n_novel_sub,a_ent_full,a_ent_sub,invalid_avg_full,invalid_avg_sub,baseline,time,nevals
6.148722767829895020e-01,6.148722767829895020e-01,1.846126019954681396e-01,5.032661557197570801e-01,7.268610954284667969e+00,1.738111138343811035e+00,-1.000000000000000000e+00,7.396000000000000000e+03,1.330000000000000000e+02,7.396000000000000000e+03,1.330000000000000000e+02,2.772184371948242188e+00,2.738362073898315430e+00,3.526666760444641113e-01,0.000000000000000000e+00,5.000000000000000000e-01,2.295559310913085938e+01,1.800000000000000000e+04
6.148722767829895020e-01,6.099964380264282227e-01,1.848078817129135132e-01,5.036464333534240723e-01,7.182944297790527344e+00,1.796875000000000000e+00,-1.000000000000000000e+00,7.359000000000000000e+03,1.590000000000000000e+02,6.733000000000000000e+03,1.370000000000000000e+02,2.772125244140625000e+00,2.738123893737792969e+00,3.488333225250244141e-01,0.000000000000000000e+00,5.000000000000000000e-01,9.262981414794921875e+00,3.600000000000000000e+04
6.243044734001159668e-01,6.243044734001159668e-01,1.833867579698562622e-01,5.043863654136657715e-01,7.314499855041503906e+00,1.866108775138854980e+00,-1.000000000000000000e+00,7.397000000000000000e+03,1.550000000000000000e+02,6.574000000000000000e+03,1.170000000000000000e+02,2.772175312042236328e+00,2.739053964614868164e+00,3.528888821601867676e-01,0.000000000000000000e+00,5.000000000000000000e-01,8.974849700927734375e+00,5.400000000000000000e+04
6.243044734001159668e-01,6.168921589851379395e-01,1.838751882314682007e-01,5.034850835800170898e-01,7.332944393157958984e+00,1.743994474411010742e+00,-1.000000000000000000e+00,7.469000000000000000e+03,1.380000000000000000e+02,6.522000000000000000e+03,1.090000000000000000e+02,2.772150516510009766e+00,2.737246990203857422e+00,3.557777702808380127e-01,0.000000000000000000e+00,5.000000000000000000e-01,9.306100845336914062e+00,7.200000000000000000e+04
6.243044734001159668e-01,6.167581081390380859e-01,1.844196319580078125e-01,5.039312243461608887e-01,7.338500022888183594e+00,1.860497236251831055e+00,-1.000000000000000000e+00,7.383000000000000000e+03,1.610000000000000000e+02,6.285000000000000000e+03,1.200000000000000000e+02,2.772093296051025391e+00,2.737765789031982422e+00,3.515555560588836670e-01,0.000000000000000000e+00,5.000000000000000000e-01,8.873254776000976562e+00,9.000000000000000000e+04
6.243044734001159668e-01,6.020942926406860352e-01,1.865032911300659180e-01,5.033624768257141113e-01,7.164666652679443359e+00,1.747843384742736816e+00,-1.000000000000000000e+00,7.328000000000000000e+03,1.450000000000000000e+02,6.134000000000000000e+03,9.900000000000000000e+01,2.772065639495849609e+00,2.738523960113525391e+00,3.479999899864196777e-01,0.000000000000000000e+00,5.000000000000000000e-01,8.906875610351562500e+00,1.080000000000000000e+05
6.243044734001159668e-01,6.220465302467346191e-01,1.877978146076202393e-01,5.035850405693054199e-01,7.110499858856201172e+00,1.773209571838378906e+00,-1.000000000000000000e+00,7.242000000000000000e+03,1.570000000000000000e+02,6.000000000000000000e+03,1.120000000000000000e+02,2.772017240524291992e+00,2.737303733825683594e+00,3.432777822017669678e-01,0.000000000000000000e+00,5.000000000000000000e-01,9.283287048339843750e+00,1.260000000000000000e+05
6.243044734001159668e-01,6.121695041656494141e-01,1.864814311265945435e-01,5.038961172103881836e-01,7.051888942718505859e+00,1.812085032463073730e+00,-1.000000000000000000e+00,7.354000000000000000e+03,1.690000000000000000e+02,6.052000000000000000e+03,1.200000000000000000e+02,2.771939277648925781e+00,2.737931728363037109e+00,3.503333330154418945e-01,0.000000000000000000e+00,5.000000000000000000e-01,1.186942863464355469e+01,1.440000000000000000e+05
6.243044734001159668e-01,6.098638176918029785e-01,1.866207122802734375e-01,5.041211247444152832e-01,7.128444671630859375e+00,1.827319622039794922e+00,-1.000000000000000000e+00,7.393000000000000000e+03,1.610000000000000000e+02,6.047000000000000000e+03,1.040000000000000000e+02,2.771867752075195312e+00,2.737889289855957031e+00,3.499444425106048584e-01,0.000000000000000000e+00,5.000000000000000000e-01,9.462671279907226562e+00,1.620000000000000000e+05
6.604151725769042969e-01,6.604151725769042969e-01,1.868357509374618530e-01,5.035885572433471680e-01,7.073055744171142578e+00,1.786433815956115723e+00,-1.000000000000000000e+00,7.335000000000000000e+03,1.530000000000000000e+02,5.984000000000000000e+03,9.800000000000000000e+01,2.771796226501464844e+00,2.737884521484375000e+00,3.464444577693939209e-01,0.000000000000000000e+00,5.000000000000000000e-01,8.389064788818359375e+00,1.800000000000000000e+05
6.604151725769042969e-01,6.174250245094299316e-01,1.875959932804107666e-01,5.041456818580627441e-01,7.203055381774902344e+00,1.675675630569458008e+00,-1.000000000000000000e+00,7.424000000000000000e+03,1.470000000000000000e+02,5.994000000000000000e+03,9.100000000000000000e+01,2.771563053131103516e+00,2.737316370010375977e+00,3.492222130298614502e-01,0.000000000000000000e+00,5.000000000000000000e-01,8.914640426635742188e+00,1.980000000000000000e+05
6.604151725769042969e-01,6.246382594108581543e-01,1.860140860080718994e-01,5.035743713378906250e-01,6.970388889312744141e+00,1.807964086532592773e+00,-1.000000000000000000e+00,7.386000000000000000e+03,1.690000000000000000e+02,5.960000000000000000e+03,1.130000000000000000e+02,2.771461963653564453e+00,2.738211631774902344e+00,3.522222340106964111e-01,0.000000000000000000e+00,5.000000000000000000e-01,9.928918838500976562e+00,2.160000000000000000e+05
6.604151725769042969e-01,6.075351238250732422e-01,1.906041502952575684e-01,5.047759413719177246e-01,6.892166614532470703e+00,1.932298183441162109e+00,-1.000000000000000000e+00,7.320000000000000000e+03,1.870000000000000000e+02,5.829000000000000000e+03,1.210000000000000000e+02,2.771227836608886719e+00,2.739279270172119141e+00,3.438888788223266602e-01,0.000000000000000000e+00,5.000000000000000000e-01,1.011507606506347656e+01,2.340000000000000000e+05
6.604151725769042969e-01,6.243157982826232910e-01,1.873768270015716553e-01,5.045558214187622070e-01,6.979277610778808594e+00,1.881213665008544922e+00,-1.000000000000000000e+00,7.459000000000000000e+03,1.790000000000000000e+02,5.992000000000000000e+03,1.280000000000000000e+02,2.771032810211181641e+00,2.738487005233764648e+00,3.515555560588836670e-01,0.000000000000000000e+00,5.000000000000000000e-01,1.008537673950195312e+01,2.520000000000000000e+05
6.604151725769042969e-01,6.012926697731018066e-01,1.891420334577560425e-01,5.042014718055725098e-01,6.822777748107910156e+00,1.796963930130004883e+00,-1.000000000000000000e+00,7.390000000000000000e+03,1.750000000000000000e+02,5.884000000000000000e+03,1.070000000000000000e+02,2.770807504653930664e+00,2.737817764282226562e+00,3.454444408416748047e-01,0.000000000000000000e+00,5.000000000000000000e-01,8.567162513732910156e+00,2.700000000000000000e+05
6.604151725769042969e-01,6.151250600814819336e-01,1.883587241172790527e-01,5.046212077140808105e-01,6.926888942718505859e+00,1.934543132781982422e+00,-1.000000000000000000e+00,7.391000000000000000e+03,1.930000000000000000e+02,5.866000000000000000e+03,1.250000000000000000e+02,2.770380496978759766e+00,2.738416910171508789e+00,3.443889021873474121e-01,0.000000000000000000e+00,5.000000000000000000e-01,1.100716400146484375e+01,2.880000000000000000e+05
6.604151725769042969e-01,6.249513626098632812e-01,1.900153458118438721e-01,5.041333436965942383e-01,6.836888790130615234e+00,1.949488520622253418e+00,-1.000000000000000000e+00,7.315000000000000000e+03,1.810000000000000000e+02,5.821000000000000000e+03,1.150000000000000000e+02,2.769999980926513672e+00,2.737773418426513672e+00,3.418333232402801514e-01,0.000000000000000000e+00,5.000000000000000000e-01,8.943063735961914062e+00,3.060000000000000000e+05
6.604151725769042969e-01,6.232756972312927246e-01,1.919631958007812500e-01,5.055592656135559082e-01,6.614110946655273438e+00,2.032767057418823242e+00,-1.000000000000000000e+00,7.367000000000000000e+03,2.200000000000000000e+02,5.768000000000000000e+03,1.520000000000000000e+02,2.769546985626220703e+00,2.737814426422119141e+00,3.402222096920013428e-01,0.000000000000000000e+00,5.000000000000000000e-01,1.085168647766113281e+01,3.240000000000000000e+05
