r_best,r_max,r_avg_full,r_avg_sub,l_avg_full,l_avg_sub,ewma,n_unique_full,n_unique_sub,n_novel_full,n_novel_sub,a_ent_full,a_ent_sub,invalid_avg_full,invalid_avg_sub,baseline,time,nevals
6.012926697731018066e-01,6.012926697731018066e-01,1.826150268316268921e-01,5.039715766906738281e-01,7.422800064086914062e+00,1.805825233459472656e+00,-1.000000000000000000e+00,2.272000000000000000e+03,5.100000000000000000e+01,2.272000000000000000e+03,5.100000000000000000e+01,2.771245002746582031e+00,2.725328922271728516e+00,3.616000115871429443e-01,0.000000000000000000e+00,5.000000000000000000e-01,6.164673805236816406e+00,5.000000000000000000e+03
6.012926697731018066e-01,6.012926697731018066e-01,1.862281262874603271e-01,5.047073960304260254e-01,7.062600135803222656e+00,1.749397635459899902e+00,-1.000000000000000000e+00,2.221000000000000000e+03,5.200000000000000000e+01,1.996000000000000000e+03,4.300000000000000000e+01,2.771013259887695312e+00,2.724099159240722656e+00,3.486000001430511475e-01,0.000000000000000000e+00,5.000000000000000000e-01,4.684324264526367188e+00,1.000000000000000000e+04
6.012926697731018066e-01,6.009559035301208496e-01,1.869748830795288086e-01,5.043767690658569336e-01,6.925399780273437500e+00,1.700712561607360840e+00,-1.000000000000000000e+00,2.191000000000000000e+03,5.700000000000000000e+01,1.879000000000000000e+03,3.900000000000000000e+01,2.771079540252685547e+00,2.723469257354736328e+00,3.454000055789947510e-01,0.000000000000000000e+00,5.000000000000000000e-01,4.562500953674316406e+00,1.500000000000000000e+04
6.012926697731018066e-01,6.009559035301208496e-01,1.870175302028656006e-01,5.038319230079650879e-01,7.237599849700927734e+00,1.667415738105773926e+00,-1.000000000000000000e+00,2.234000000000000000e+03,5.300000000000000000e+01,1.902000000000000000e+03,3.600000000000000000e+01,2.771039009094238281e+00,2.725782155990600586e+00,3.490000069141387939e-01,0.000000000000000000e+00,5.000000000000000000e-01,6.711225032806396484e+00,2.000000000000000000e+04
6.012926697731018066e-01,6.009559035301208496e-01,1.834271252155303955e-01,5.038152933120727539e-01,7.390799999237060547e+00,1.909502267837524414e+00,-1.000000000000000000e+00,2.288000000000000000e+03,6.300000000000000000e+01,1.919000000000000000e+03,4.400000000000000000e+01,2.770983934402465820e+00,2.726072549819946289e+00,3.596000075340270996e-01,0.000000000000000000e+00,5.000000000000000000e-01,5.712859153747558594e+00,2.500000000000000000e+04
6.012926697731018066e-01,6.009559035301208496e-01,1.849625259637832642e-01,5.034968256950378418e-01,7.064599990844726562e+00,1.557647109031677246e+00,-1.000000000000000000e+00,2.230000000000000000e+03,4.100000000000000000e+01,1.828000000000000000e+03,2.100000000000000000e+01,2.770984649658203125e+00,2.725598335266113281e+00,3.508000075817108154e-01,0.000000000000000000e+00,5.000000000000000000e-01,4.308897018432617188e+00,3.000000000000000000e+04
6.012926697731018066e-01,6.009559035301208496e-01,1.851665526628494263e-01,5.038392543792724609e-01,7.144400119781494141e+00,1.788321137428283691e+00,-1.000000000000000000e+00,2.274000000000000000e+03,5.500000000000000000e+01,1.865000000000000000e+03,3.700000000000000000e+01,2.770869016647338867e+00,2.726064682006835938e+00,3.533999919891357422e-01,0.000000000000000000e+00,5.000000000000000000e-01,4.499516487121582031e+00,3.500000000000000000e+04
6.012926697731018066e-01,6.009559035301208496e-01,1.844803541898727417e-01,5.026959180831909180e-01,7.092800140380859375e+00,1.726415038108825684e+00,-1.000000000000000000e+00,2.213000000000000000e+03,4.800000000000000000e+01,1.810000000000000000e+03,3.400000000000000000e+01,2.770953178405761719e+00,2.723021268844604492e+00,3.522000014781951904e-01,0.000000000000000000e+00,5.000000000000000000e-01,4.286243438720703125e+00,4.000000000000000000e+04
6.012926697731018066e-01,6.009559035301208496e-01,1.833168566226959229e-01,5.022560954093933105e-01,7.105599880218505859e+00,1.598039269447326660e+00,-1.000000000000000000e+00,2.242000000000000000e+03,4.200000000000000000e+01,1.802000000000000000e+03,2.300000000000000000e+01,2.770860910415649414e+00,2.723899126052856445e+00,3.562000095844268799e-01,0.000000000000000000e+00,5.000000000000000000e-01,6.488083839416503906e+00,4.500000000000000000e+04
6.012926697731018066e-01,6.009559035301208496e-01,1.864380240440368652e-01,5.033363103866577148e-01,7.160999774932861328e+00,1.649509787559509277e+00,-1.000000000000000000e+00,2.260000000000000000e+03,4.900000000000000000e+01,1.832000000000000000e+03,3.400000000000000000e+01,2.770720481872558594e+00,2.723519325256347656e+00,3.481999933719635010e-01,0.000000000000000000e+00,5.000000000000000000e-01,4.473516941070556641e+00,5.000000000000000000e+04
6.031992435455322266e-01,6.031992435455322266e-01,1.887723356485366821e-01,5.038017034530639648e-01,6.796199798583984375e+00,1.779342770576477051e+00,-1.000000000000000000e+00,2.229000000000000000e+03,5.900000000000000000e+01,1.774000000000000000e+03,3.900000000000000000e+01,2.770540714263916016e+00,2.725905895233154297e+00,3.379999995231628418e-01,0.000000000000000000e+00,5.000000000000000000e-01,6.874704360961914062e+00,5.500000000000000000e+04
6.031992435455322266e-01,6.009559035301208496e-01,1.894574463367462158e-01,5.036487579345703125e-01,6.972000122070312500e+00,1.854761958122253418e+00,-1.000000000000000000e+00,2.226000000000000000e+03,5.300000000000000000e+01,1.732000000000000000e+03,3.300000000000000000e+01,2.770296096801757812e+00,2.725502490997314453e+00,3.413999974727630615e-01,0.000000000000000000e+00,5.000000000000000000e-01,4.528930664062500000e+00,6.000000000000000000e+04
