r,count_on_policy,count_off_policy,expression,traversal,nmse_test,nmse_test_noiseless,success
0.7886283185597587,1,0,x2*(8.508944825746717*sin(cos(x2 + (66.68764981483333*x5 - 66.68764981483333*tanh(tanh(0.11810308089047146*x1 + 0.8451435530293767)))*(sin(tanh(x3)) - 0.6326787937205057)*sin(0.099646707961873258*sin(1.5560680108012928*x2) + 0.1782869372915616*sin(x4 + sin(x1) - 0.7665914908747888) + 0.06469174336977714)) + 0.314943025877355) - 8.7993212662445551),"mul,x2,mul,sub,sin,sub,cos,add,x2,mul,mul,exp,4.200019775579911,sub,x5,tanh,tanh,sub,mul,0.11810308089047146,x1,sub,0.5766787779279736,1.4218223309573503,mul,sub,sin,tanh,x3,0.6326787937205057,sin,sub,mul,sin,add,add,sin,x1,-0.7665914908747888,x4,0.1782869372915616,mul,sin,add,cos,exp,1.9488265856124658,-0.8401259932052924,add,sub,sin,mul,x2,1.5560680108012928,0.348619848106643,cos,0.06587703528892376,-0.314943025877355,1.0341260222559212,8.508944825746717",0.07183711266561445,0.07183711266561445,False
0.7874321061960214,1,0,x2*(x1 + (0.09969574140318918*x2*(-(x2 - 38.924104821546514)*tanh(x2) + 26.32020451055507) + 1.4902401368297555)*(exp(x1)*exp(0.7772822188217346*exp(-sin(x1 + x5 - 0.78487983404650736)))*cos(2.70791974577728*sin(x3) + sin(x5) + 2.0037214844879314) + 1.7362963644274538) - 0.12410570172552413),"mul,x2,add,-0.12410570172552413,add,mul,add,mul,mul,exp,mul,exp,sin,sub,sin,1.2749126239407933,add,x1,sub,x5,-0.17166500707451565,0.7772822188217346,exp,x1,cos,sub,sin,x5,sub,sub,mul,-1.30694929120939,sin,sin,-4.9570914806795106,0.9254829699250726,mul,sin,x3,2.70791974577728,1.7362963644274538,add,mul,0.09969574140318918,mul,x2,sub,26.32020451055507,mul,tanh,x2,add,-38.924104821546514,x2,1.4902401368297555,x1",0.07287341165072143,0.07287341165072143,False
0.7786700111961908,1,0,(x3 - sin(x3) - 5.619622632180457)*tanh(-0.8791053686444378*(-x1 - 0.9999251943149721)*(exp(x2)*sin(sin(x1*x5)) + 1.6694093593098436*sin(x2 + (exp(sin(sin(x2) - 1.6944673773237238)) - 0.030263129579249627)*tanh(x4) - 1.1303890630215356)) - 0.7677809528378298) - 5.484687638932544,"add,mul,tanh,mul,0.8791053686444378,sub,-0.8733662427994633,mul,sub,tanh,-5.096863224921549,x1,add,mul,sin,sin,mul,x1,x5,exp,x2,mul,sin,add,mul,sub,exp,sin,add,sin,x2,-1.6944673773237238,0.030263129579249627,tanh,x4,sub,x2,1.1303890630215356,1.6694093593098436,sub,x3,add,sin,x3,5.619622632180457,-5.484687638932544",0.08079297977465504,0.08079297977465504,False
0.7779343074055776,1,0,((96.31346297275088*x2 + 96.31346297275088*sin(5.244716073444577*cos(sin(x2) - 1.8018147725135552)) + 69.51680846223127)*sin(x2) + 6.84289877736743)*cos(cos((0.5641597777006212 - tanh(0.541134761524262*exp(x1)))*sin(x5)) + 3.7076741648891742*cos(0.1340241772616116*x2 - 0.07524089013445861))/(-sin(x4) - tanh(x2) + 2.1114486601961005),"mul,div,cos,add,mul,cos,add,mul,x2,sin,sin,-0.1348368967881211,tanh,0.07538335873746502,3.7076741648891742,cos,mul,sin,x5,sub,0.5641597777006212,tanh,exp,sub,x1,0.6140869340678234,sub,sub,-14.655526240715872,sub,sin,x4,inv,cos,1.5111198616386472,tanh,x2,add,mul,sin,x2,mul,add,sin,mul,cos,sub,sin,x2,1.8018147725135552,5.244716073444577,add,x2,sin,0.8063658379953779,96.31346297275088,6.84289877736743",0.08148489084799497,0.08148489084799497,False
0.7670020642643038,1,0,-43.95474605000638*tanh(0.021396878889840088*(x3*(-x1 + x2*(1.7089869677119787 - sin(2.2627646781514508*x2)) - 0.054893873499337345) + exp(x2*cos(tanh(x3))) - 1.056066199109483)*exp(x5*(0.02364110399228001*x1 - x5 + sin(x2) + 18.90629834556677*sin(x1 - tanh(x1)) - cos(tanh(tanh(x2 - 13.180855968952606))) + 0.8485196649744846)) + 0.0011208662871948871),"mul,tanh,mul,add,0.05238456940218088,mul,add,add,mul,sub,mul,x2,sub,sin,mul,x2,-2.2627646781514508,-1.7089869677119787,add,inv,18.216969148880914,x1,x3,-1.056066199109483,exp,mul,cos,tanh,x3,x2,exp,mul,x5,sub,sub,sub,sin,x2,x5,-0.8485196649744846,sub,add,mul,-18.90629834556677,sin,sub,x1,tanh,x1,cos,tanh,tanh,sub,x2,13.180855968952606,div,x1,42.29920905244312,0.021396878889840088,-43.95474605000638",0.09228074269995705,0.09228074269995705,False
0.7655942587398483,1,0,x3 - (x2*x5*(-x1 - 4.057756179953458*x3 - 3.057756179953458*x4 - 3.057756179953458*sin(4.1624628161868955*x1*cos(x2*(-x1 + tanh(x2)) - x2) - 4.1624628161868955*(2.0488664960787397*x2 - 3.758720654117794)*(0.02920743004248375*x5 - 0.22269487253591681)) - 3.608561889491638) - 2*x3)*sin(x2 - 2.894531409311408),"add,mul,sin,sub,2.894531409311408,x2,add,sub,sub,sub,mul,mul,sub,sub,mul,-3.057756179953458,sub,mul,1.0863397044669512,1.0863397044669512,sub,sub,sin,mul,4.1624628161868955,add,sub,mul,mul,sub,15.351349309585055,add,add,x5,x5,sin,mul,0.319897764387742,0.319897764387742,sub,sin,mul,2.191812874631717,2.191812874631717,-0.981198932821356,sub,add,mul,2.0488664960787397,x2,-2.779550322772491,tanh,2.2770273316367473,x2,sub,x2,mul,cos,sub,x2,mul,x2,sub,tanh,x2,x1,x1,x4,x3,x1,x3,x5,x2,x3,x4,x3,x4,x3",0.09374306591064734,0.09374306591064734,False
0.76509551497406,1,0,-215.46438990534728*sin(x4 + 0.030764226713382324)*cos(tanh(x2*(-(-1.5364133993520428*x3 - 33.733383375410642)*sin(exp(sin(1.0174833012668221*exp(x1 - x2)*tanh(x5) - 1.911758248114098))) + sin(tanh(x5)) - 10.09892151369748) + exp(x5) - 5.9765669168326053) - 0.5710569309670238),"mul,mul,cos,sub,tanh,sub,add,mul,sub,-10.09892151369748,sub,mul,sub,mul,-1.5364133993520428,x3,add,mul,sin,tanh,sin,2.8068395711778273,18.035867103342717,28.10778169977384,sin,exp,sin,sub,sub,mul,exp,sub,0.017332226668563596,sub,x2,x1,tanh,x5,0.637266639532674,add,0.6372458042907118,0.6372458042907118,sin,tanh,x5,x2,-1.989041251615787,sub,3.9875256652168183,exp,x5,0.5710569309670238,sin,add,x4,0.030764226713382324,-215.46438990534728",0.09426518092828287,0.09426518092828287,False
0.75058402463807,1,0,cos((x1 - 11.250282102399414)*sin(x2*(sin(sin((x1 - sin(x3))*sin(cos(x2))) + 1.6927515118618028) + 12.324823563463456/(x4*x5 - 10.6217081992452))) - 0.22288564189137658) - 1.090471617922579,"sub,cos,add,-0.22288564189137658,mul,sin,mul,x2,add,sin,add,sin,mul,sin,cos,x2,sub,x1,sin,x3,1.6927515118618028,div,12.324823563463456,sub,mul,x5,x4,10.6217081992452,sub,x1,11.250282102399414,1.090471617922579",0.1104205486604875,0.1104205486604875,False
0.7498609262121221,1,0,-((7.4977788890314764*x3 - 6.377030212286867)*(cos(x1) - 1.0051015498733493) + sin(x1 + x2 + sin(0.83462164506474478*x5) - 2.9996992574861933) + 0.5621671988315876)*sin(x2) + exp(cos(1.8110158885200849*x2*tanh(x4 + 0.9844488797189618))) - 2.751576074330638,"sub,-2.751576074330638,sub,mul,add,sub,mul,sub,mul,sub,4.7560235932328085,add,-2.7560221684277493,tanh,sin,exp,2.241827111101359,x3,6.377030212286867,sub,cos,x1,1.0051015498733493,-0.5621671988315876,sin,add,add,x2,sub,add,-2.0040211140625233,cos,3.04858756509278,sin,mul,x5,cos,-2.5582418647717358,x1,sin,x2,exp,cos,mul,mul,tanh,add,x4,0.9844488797189618,x2,1.8110158885200849",0.11127603102562154,0.11127603102562154,False
0.7486758428763512,1,0,-cos(x1 + 0.11892814825853282) + 9.2185536584568548*tanh(sin(-x2*(2.2850043408705205 - x5)*(x3*cos(tanh(sin(sin(x2)) + 4.163685287244478)) - 0.6121702916078434 - 0.52689668374073769*exp(-x1*(4.682995468666081*cos(x1*x2) - 1.6717532496474251))) + tanh(x1) + 1.2338906029987429)) - 6.172146301119474,"add,sub,div,tanh,sin,sub,add,1.2338906029987429,tanh,x1,mul,x2,mul,sub,2.2850043408705205,x5,sub,mul,cos,tanh,sub,sin,sin,x2,-4.163685287244478,x3,add,exp,sub,sin,cos,2.3398781624307485,mul,x1,mul,add,cos,mul,x1,x2,-0.35698374274182515,4.682995468666081,cos,-0.9119939599482724,sin,cos,1.4618904080490591,cos,sub,-0.11892814825853282,x1,-6.172146301119474",0.11268881941458352,0.11268881941458352,False
0.746267763700579,1,0,-1.5485648936742311*tanh(0.86872995109474917*x2**2 + 0.1272092755535699*x5*(x3*x4 + x4) + sin(x2 - sin(2.690922545910701*exp(-1.503994910727924*x2*(x1 - 0.81170362677007752) - x2 + x3) - 2.5748733718850879) + sin(sin(tanh(x1))) - 2.002002156081178) + 0.9990778730813088),"mul,-1.5485648936742311,tanh,sub,sub,sin,add,add,sin,sin,tanh,x1,sub,x2,sin,add,sub,-0.28743826556135593,2.287435106323732,exp,add,sub,x3,x2,mul,1.24510430084166,sub,0.7950210179336166,mul,sub,x1,cos,sub,0.7968729152618754,mul,exp,1.5925325682335276,1.5670267617050897,mul,x2,1.2079268457359438,-2.002002156081178,add,x3,sub,mul,mul,x2,sin,-1.0526322514045934,x2,exp,sin,cos,1.571718879395892,sub,mul,sin,tanh,sin,-0.12860773643719028,mul,add,mul,x4,x3,x4,x5,x3",0.11560109038335942,0.11560109038335942,False
