density,temperature,delta_phi,substance_argon,substance_methane,substance_water
50343.43444444444,730,-0.7121724556423662,0,0,1
50909.09099999999,730,-0.7473251807216159,0,0,1
51474.74755555555,730,-0.7849115664048703,0,0,1
52040.40411111111,730,-0.8250385248798081,0,0,1
52606.06066666666,730,-0.8678181321039076,0,0,1
53171.71722222221,730,-0.9133678568602602,0,0,1
53737.37377777777,730,-0.961810800980382,0,0,1
54303.03033333333,730,-1.0132759527268291,0,0,1
54868.686888888886,730,-1.0678984555024962,0,0,1
55434.34344444444,730,-1.1258198942025666,0,0,1
56000.0,730,-1.1871886016574218,0,0,1
0.001,780,-1.402106603339435,0,0,1
565.6575555555555,780,-1.429349184657717,0,0,1
1131.314111111111,780,-1.449812166487367,0,0,1
1696.9706666666666,780,-1.464150400730642,0,0,1
2262.6272222222224,780,-1.4729789657243924,0,0,1
2828.2837777777777,780,-1.4768745153798244,0,0,1
3393.940333333333,780,-1.476376239914884,0,0,1
3959.596888888889,780,-1.4719866281785488,0,0,1
4525.2534444444445,780,-1.464172163906484,0,0,1
5090.91,780,-1.4533640517928703,0,0,1
5656.566555555555,780,-1.439959040078353,0,0,1
6222.223111111111,780,-1.424320382585778,0,0,1
6787.879666666667,780,-1.4067789636096293,0,0,1
7353.536222222222,780,-1.3876345930394904,0,0,1
7919.192777777778,780,-1.3671574660942851,0,0,1
8484.849333333334,780,-1.3455897717473526,0,0,1
9050.505888888889,780,-1.3231474261071785,0,0,1
9616.162444444444,780,-1.3000219015021046,0,0,1
10181.819,780,-1.276382118628401,0,0,1
10747.475555555557,780,-1.252376367680117,0,0,1
11313.13211111111,780,-1.2281342246821905,0,0,1
11878.788666666667,780,-1.2037684310698975,0,0,1
12444.445222222224,780,-1.1793767076405572,0,0,1
13010.101777777778,780,-1.1550434780712762,0,0,1
13575.758333333331,780,-1.130841481959882,0,0,1
14141.414888888889,780,-1.106833262507681,0,0,1
14707.071444444444,780,-1.0830725192400947,0,0,1
15272.728,780,-1.0596053212771803,0,0,1
15838.384555555556,780,-1.0364711813851244,0,0,1
16404.04111111111,780,-1.0137039951489957,0,0,1
16969.697666666667,780,-0.9913328529610164,0,0,1
17535.35422222222,780,-0.9693827350455494,0,0,1
18101.010777777778,780,-0.947875101500274,0,0,1
18666.66733333333,780,-0.9268283905340714,0,0,1
19232.323888888888,780,-0.906258439092196,0,0,1
19797.980444444445,780,-0.8861788412926047,0,0,1
20363.637,780,-0.8666012617805992,0,0,1
20929.29355555556,780,-0.8475357229371425,0,0,1
21494.95011111111,780,-0.828990885773165,0,0,1
22060.606666666667,780,-0.8109743425632735,0,0,1
22626.26322222222,780,-0.7934929331580365,0,0,1
23191.919777777777,780,-0.7765530861175793,0,0,1
23757.57633333333,780,-0.7601611723604917,0,0,1
24323.232888888888,780,-0.7443238472454418,0,0,1
24888.889444444445,780,-0.7290483517689275,0,0,1
25454.546,780,-0.7143427476276456,0,0,1
26020.20255555556,780,-0.7002160730861942,0,0,1
26585.85911111111,780,-0.6866784223541504,0,0,1
27151.515666666663,780,-0.6737409651118219,0,0,1
27717.172222222223,780,-0.6614159312791684,0,0,1
28282.828777777777,780,-0.6497165880632962,0,0,1
28848.48533333333,780,-0.6386572325609158,0,0,1
29414.141888888887,780,-0.6282532153347036,0,0,1
29979.798444444445,780,-0.6185210004083164,0,0,1
30545.455,780,-0.6094782573252719,0,0,1
31111.111555555555,780,-0.6011439735472157,0,0,1
31676.768111111112,780,-0.5935385720590587,0,0,1
32242.424666666662,780,-0.5866840198743591,0,0,1
32808.081222222216,780,-0.5806039172048304,0,0,1
33373.73777777777,780,-0.5753235626272032,0,0,1
33939.39433333333,780,-0.5708699948631885,0,0,1
34505.05088888889,780,-0.5672720155356509,0,0,1
35070.70744444444,780,-0.564560199031179,0,0,1
35636.363999999994,780,-0.5627668956395792,0,0,1
36202.02055555555,780,-0.561926233116013,0,0,1
36767.67711111111,780,-0.5620741204291314,0,0,1
37333.333666666666,780,-0.5632482562361211,0,0,1
37898.990222222215,780,-0.5654881437997483,0,0,1
38464.64677777777,780,-0.5688351136376575,0,0,1
39030.30333333333,780,-0.5733323550329965,0,0,1
39595.95988888889,780,-0.5790249574894186,0,0,1
40161.61644444444,780,-0.5859599631525796,0,0,1
40727.273,780,-0.5941864310865905,0,0,1
41292.92955555555,780,-0.6037555140738217,0,0,1
41858.58611111111,780,-0.6147205483205876,0,0,1
42424.242666666665,780,-0.6271371561304893,0,0,1
42989.899222222215,780,-0.6410633612902137,0,0,1
43555.55577777777,780,-0.656559716620724,0,0,1
44121.21233333333,780,-0.6736894429102998,0,0,1
44686.86888888889,780,-0.6925185782690546,0,0,1
45252.52544444444,780,-0.7131161368433035,0,0,1
45818.18199999999,780,-0.7355542757967372,0,0,1
46383.83855555555,780,-0.7599084695079121,0,0,1
46949.49511111111,780,-0.7862576900379007,0,0,1
47515.151666666665,780,-0.8146845930835029,0,0,1
48080.808222222215,780,-0.8452757088399124,0,0,1
48646.46477777777,780,-0.8781216374365961,0,0,1
49212.12133333333,780,-0.913317248878178,0,0,1
49777.777888888886,780,-0.9509618876997076,0,0,1
50343.43444444444,780,-0.9911595828292624,0,0,1
50909.09099999999,780,-1.0340192634286278,0,0,1
51474.74755555555,780,-1.0796549817504844,0,0,1
52040.40411111111,780,-1.1281861442999284,0,0,1
52606.06066666666,780,-1.1797377528205244,0,0,1
53171.71722222221,780,-1.2344406568324562,0,0,1
53737.37377777777,780,-1.2924318196386566,0,0,1
54303.03033333333,780,-1.3538545998804783,0,0,1
54868.686888888886,780,-1.4188590508718226,0,0,1
55434.34344444444,780,-1.4876022400730684,0,0,1
56000.0,780,-1.5602485911871131,0,0,1
0.001,830,-1.6491834354304815,0,0,1
565.6575555555555,830,-1.66132446774829,0,0,1
1131.314111111111,830,-1.668474361600376,0,0,1
1696.9706666666666,830,-1.6711148395757784,0,0,1
2262.6272222222224,830,-1.669702215807265,0,0,1
2828.2837777777777,830,-1.6646672668652651,0,0,1
3393.940333333333,830,-1.6564151261397453,0,0,1
3959.596888888889,830,-1.6453252331020478,0,0,1
4525.2534444444445,830,-1.631751379010237,0,0,1
5090.91,830,-1.6160218794844816,0,0,1
5656.566555555555,830,-1.5984398942534348,0,0,1
6222.223111111111,830,-1.5792839051946346,0,0,1
6787.879666666667,830,-1.558808355567603,0,0,1
7353.536222222222,830,-1.537244446100004,0,0,1
7919.192777777778,830,-1.514801077387235,0,0,1
8484.849333333334,830,-1.4916659229504057,0,0,1
9050.505888888889,830,-1.4680066133049705,0,0,1
9616.162444444444,830,-1.4439720085300711,0,0,1
10181.819,830,-1.4196935350905215,0,0,1
10747.475555555557,830,-1.395286561996279,0,0,1
11313.13211111111,830,-1.3708517917174958,0,0,1
11878.788666666667,830,-1.346476642493892,0,0,1
12444.445222222224,830,-1.322236600652864,0,0,1
13010.101777777778,830,-1.298196524122044,0,0,1
13575.758333333331,830,-1.2744118813208007,0,0,1
14141.414888888889,830,-1.250929912866364,0,0,1
14707.071444444444,830,-1.2277907068757357,0,0,1
15272.728,830,-1.2050281819370627,0,0,1
15838.384555555556,830,-1.182670974961592,0,0,1
16404.04111111111,830,-1.160743234030193,0,0,1
16969.697666666667,830,-1.1392653189890187,0,0,1
17535.35422222222,830,-1.118254414918908,0,0,1
18101.010777777778,830,-1.097725065711327,0,0,1
18666.66733333333,830,-1.0776896368375724,0,0,1
19232.323888888888,830,-1.0581587179600227,0,0,1
19797.980444444445,830,-1.039141477215643,0,0,1
20363.637,830,-1.0206459796230123,0,0,1
20929.29355555556,830,-1.002679481853512,0,0,1
21494.95011111111,830,-0.9852487142467892,0,0,1
22060.606666666667,830,-0.9683601581713628,0,0,1
22626.26322222222,830,-0.9520203225997876,0,0,1
23191.919777777777,830,-0.936236018492618,0,0,1
23757.57633333333,830,-0.9210146242157295,0,0,1
24323.232888888888,830,-0.9063643311183116,0,0,1
24888.889444444445,830,-0.892294356917305,0,0,1
25454.546,830,-0.8788151164295362,0,0,1
26020.20255555556,830,-0.8659383441952504,0,0,1
26585.85911111111,830,-0.85367717037275,0,0,1
27151.515666666663,830,-0.8420461581071765,0,0,1
27717.172222222223,830,-0.8310613156046739,0,0,1
28282.828777777777,830,-0.8207400981625451,0,0,1
28848.48533333333,830,-0.8111014140381289,0,0,1
29414.141888888887,830,-0.8021656437727708,0,0,1
29979.798444444445,830,-0.7939546766588562,0,0,1
30545.455,830,-0.7864919620770389,0,0,1
31111.111555555555,830,-0.7798025689885696,0,0,1
31676.768111111112,830,-0.7739132449175861,0,0,1
32242.424666666662,830,-0.7688524664331696,0,0,1
32808.081222222216,830,-0.7646504758005526,0,0,1
33373.73777777777,830,-0.7613393020170236,0,0,1
33939.39433333333,830,-0.7589527677743171,0,0,1
34505.05088888889,830,-0.7575264862262984,0,0,1
35070.70744444444,830,-0.7570978525096664,0,0,1
35636.363999999994,830,-0.7577060349269962,0,0,1
36202.02055555555,830,-0.7593919699612138,0,0,1
36767.67711111111,830,-0.7621983642933913,0,0,1
37333.333666666666,830,-0.7661697060666426,0,0,1
37898.990222222215,830,-0.7713522869340294,0,0,1
38464.64677777777,830,-0.7777942359644106,0,0,1
39030.30333333333,830,-0.7855455661820389,0,0,1
39595.95988888889,830,-0.7946582343029759,0,0,1
40161.61644444444,830,-0.8051862140323531,0,0,1
40727.273,830,-0.8171855830710002,0,0,1
41292.92955555555,830,-0.8307146237416256,0,0,1
41858.58611111111,830,-0.8458339368994938,0,0,1
42424.242666666665,830,-0.8626065685577204,0,0,1
42989.899222222215,830,-0.881098148453576,0,0,1
43555.55577777777,830,-0.901377039623542,0,0,1
44121.21233333333,830,-0.9235144979512896,0,0,1
44686.86888888889,830,-0.947584840609334,0,0,1
45252.52544444444,830,-0.97366562233078,0,0,1
45818.18199999999,830,-1.0018378185218622,0,0,1
46383.83855555555,830,-1.0321860143522374,0,0,1
46949.49511111111,830,-1.064798599130703,0,0,1
