density,temperature,TPSA,MW,LogP,delta_phi
6.0,60.921052631578945,100.0,9.166827023635227,1.0,-0.7832423467628042
70.0,60.921052631578945,100.0,9.166827023635227,1.0,-0.04239928742831
71.0,60.921052631578945,100.0,9.166827023635227,1.0,-0.0383160281956079
71.99999999999999,60.921052631578945,100.0,9.166827023635227,1.0,-0.0349761252301038
73.0,60.921052631578945,100.0,9.166827023635227,1.0,-0.0323918910558327
73.99999999999999,60.921052631578945,100.0,9.166827023635227,1.0,-0.0305783754555196
75.0,60.921052631578945,100.0,9.166827023635227,1.0,-0.0295532987441672
75.99999999999999,60.921052631578945,100.0,9.166827023635227,1.0,-0.0293370081627158
76.99999999999999,60.921052631578945,100.0,9.166827023635227,1.0,-0.029952449754254
77.99999999999999,60.921052631578945,100.0,9.166827023635227,1.0,-0.0314251522197783
79.0,60.921052631578945,100.0,9.166827023635227,1.0,-0.0337832220477889
80.0,60.921052631578945,100.0,9.166827023635227,1.0,-0.0370573508111938
81.0,60.921052631578945,100.0,9.166827023635227,1.0,-0.0412808361519424
81.99999999999999,60.921052631578945,100.0,9.166827023635227,1.0,-0.0464896178903432
82.99999999999999,60.921052631578945,100.0,9.166827023635227,1.0,-0.0527223301716331
84.0,60.921052631578945,100.0,9.166827023635227,1.0,-0.0600203698270914
85.0,60.921052631578945,100.0,9.166827023635227,1.0,-0.0684279803699401
86.0,60.921052631578945,100.0,9.166827023635227,1.0,-0.0779923503932042
86.99999999999999,60.921052631578945,100.0,9.166827023635227,1.0,-0.0887637246651406
87.99999999999999,60.921052631578945,100.0,9.166827023635227,1.0,-0.1007955259597678
89.0,60.921052631578945,100.0,9.166827023635227,1.0,-0.1141444856142093
90.0,60.921052631578945,100.0,9.166827023635227,1.0,-0.1288707809465102
90.99999999999999,60.921052631578945,100.0,9.166827023635227,1.0,-0.1450381779621515
92.0,60.921052631578945,100.0,9.166827023635227,1.0,-0.1627141781830733
92.99999999999999,60.921052631578945,100.0,9.166827023635227,1.0,-0.1819701689071009
93.99999999999999,60.921052631578945,100.0,9.166827023635227,1.0,-0.2028815767146965
94.99999999999997,60.921052631578945,100.0,9.166827023635227,1.0,-0.2255280245482455
95.99999999999999,60.921052631578945,100.0,9.166827023635227,1.0,-0.2499934931773068
97.0,60.921052631578945,100.0,9.166827023635227,1.0,-0.276366488309743
97.99999999999999,60.921052631578945,100.0,9.166827023635227,1.0,-0.3047402150044883
98.99999999999999,60.921052631578945,100.0,9.166827023635227,1.0,-0.3352127613803357
100.0,60.921052631578945,100.0,9.166827023635227,1.0,-0.3678872938959017
1.0,67.4342105263158,100.0,9.166827023635227,1.0,-0.2046306732641106
2.0,67.4342105263158,100.0,9.166827023635227,1.0,-0.4008559764223607
3.0,67.4342105263158,100.0,9.166827023635227,1.0,-0.5654013311859231
4.0,67.4342105263158,100.0,9.166827023635227,1.0,-0.7026498646663969
5.0,67.4342105263158,100.0,9.166827023635227,1.0,-0.8162227271654704
6.0,67.4342105263158,100.0,9.166827023635227,1.0,-0.9091865305707943
6.999999999999999,67.4342105263158,100.0,9.166827023635227,1.0,-0.9841854848563598
8.0,67.4342105263158,100.0,9.166827023635227,1.0,-1.043528694492987
9.0,67.4342105263158,100.0,9.166827023635227,1.0,-1.0892498088587903
9.999999999999998,67.4342105263158,100.0,9.166827023635227,1.0,-1.1231491950859278
11.0,67.4342105263158,100.0,9.166827023635227,1.0,-1.1468248743519562
12.0,67.4342105263158,100.0,9.166827023635227,1.0,-1.1616961672872792
13.0,67.4342105263158,100.0,9.166827023635227,1.0,-1.1690226033677271
13.999999999999998,67.4342105263158,100.0,9.166827023635227,1.0,-1.1699197839846016
55.0,67.4342105263158,100.0,9.166827023635227,1.0,-0.2468255876141269
55.99999999999999,67.4342105263158,100.0,9.166827023635227,1.0,-0.2339039753173439
57.0,67.4342105263158,100.0,9.166827023635227,1.0,-0.2216840192468022
57.999999999999986,67.4342105263158,100.0,9.166827023635227,1.0,-0.2101591833898248
58.99999999999999,67.4342105263158,100.0,9.166827023635227,1.0,-0.1993253793758934
59.99999999999999,67.4342105263158,100.0,9.166827023635227,1.0,-0.1891809113268542
60.99999999999999,67.4342105263158,100.0,9.166827023635227,1.0,-0.1797263935412921
62.0,67.4342105263158,100.0,9.166827023635227,1.0,-0.1709646403496397
62.99999999999999,67.4342105263158,100.0,9.166827023635227,1.0,-0.1629005473226129
63.99999999999999,67.4342105263158,100.0,9.166827023635227,1.0,-0.1555409865037584
65.0,67.4342105263158,100.0,9.166827023635227,1.0,-0.1488947320187963
66.0,67.4342105263158,100.0,9.166827023635227,1.0,-0.1429724226216974
67.0,67.4342105263158,100.0,9.166827023635227,1.0,-0.1377865589356979
67.99999999999999,67.4342105263158,100.0,9.166827023635227,1.0,-0.1333515275177611
69.0,67.4342105263158,100.0,9.166827023635227,1.0,-0.1296836417501858
70.0,67.4342105263158,100.0,9.166827023635227,1.0,-0.1268011901839647
71.0,67.4342105263158,100.0,9.166827023635227,1.0,-0.1247244852079862
71.99999999999999,67.4342105263158,100.0,9.166827023635227,1.0,-0.1234759077747152
73.0,67.4342105263158,100.0,9.166827023635227,1.0,-0.1230799466607346
73.99999999999999,67.4342105263158,100.0,9.166827023635227,1.0,-0.123563232977561
75.0,67.4342105263158,100.0,9.166827023635227,1.0,-0.1249545722143823
75.99999999999999,67.4342105263158,100.0,9.166827023635227,1.0,-0.1272849769817884
76.99999999999999,67.4342105263158,100.0,9.166827023635227,1.0,-0.1305877039151889
77.99999999999999,67.4342105263158,100.0,9.166827023635227,1.0,-0.134898298006203
79.0,67.4342105263158,100.0,9.166827023635227,1.0,-0.1402546470990083
80.0,67.4342105263158,100.0,9.166827023635227,1.0,-0.1466970485479288
81.0,67.4342105263158,100.0,9.166827023635227,1.0,-0.154268289205674
81.99999999999999,67.4342105263158,100.0,9.166827023635227,1.0,-0.163013739099828
82.99999999999999,67.4342105263158,100.0,9.166827023635227,1.0,-0.1729814584349499
84.0,67.4342105263158,100.0,9.166827023635227,1.0,-0.1842223169812004
85.0,67.4342105263158,100.0,9.166827023635227,1.0,-0.1967901245047445
86.0,67.4342105263158,100.0,9.166827023635227,1.0,-0.2107417706675048
86.99999999999999,67.4342105263158,100.0,9.166827023635227,1.0,-0.2261373727660873
87.99999999999999,67.4342105263158,100.0,9.166827023635227,1.0,-0.2430404297714377
89.0,67.4342105263158,100.0,9.166827023635227,1.0,-0.2615179813457116
90.0,67.4342105263158,100.0,9.166827023635227,1.0,-0.2816407708223533
90.99999999999999,67.4342105263158,100.0,9.166827023635227,1.0,-0.303483411508699
92.0,67.4342105263158,100.0,9.166827023635227,1.0,-0.3271245560818059
92.99999999999999,67.4342105263158,100.0,9.166827023635227,1.0,-0.3526470692723172
93.99999999999999,67.4342105263158,100.0,9.166827023635227,1.0,-0.3801382044496278
94.99999999999997,67.4342105263158,100.0,9.166827023635227,1.0,-0.4096897851168609
95.99999999999999,67.4342105263158,100.0,9.166827023635227,1.0,-0.4413983926878065
97.0,67.4342105263158,100.0,9.166827023635227,1.0,-0.4753655622406566
97.99999999999999,67.4342105263158,100.0,9.166827023635227,1.0,-0.5116979882222931
98.99999999999999,67.4342105263158,100.0,9.166827023635227,1.0,-0.5505077423133232
100.0,67.4342105263158,100.0,9.166827023635227,1.0,-0.5919125058574362
1.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.7246089948449853
2.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.8285357801054103
3.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.9154150091915207
4.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.9871912872313474
5.0,73.94736842105263,100.0,9.166827023635227,1.0,-1.0455787788399298
6.0,73.94736842105263,100.0,9.166827023635227,1.0,-1.092104959554473
6.999999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-1.1281407805937187
8.0,73.94736842105263,100.0,9.166827023635227,1.0,-1.1549220543145944
9.0,73.94736842105263,100.0,9.166827023635227,1.0,-1.173565097991811
9.999999999999998,73.94736842105263,100.0,9.166827023635227,1.0,-1.1850786124986277
11.0,73.94736842105263,100.0,9.166827023635227,1.0,-1.1903731048106998
12.0,73.94736842105263,100.0,9.166827023635227,1.0,-1.1902687289119638
13.0,73.94736842105263,100.0,9.166827023635227,1.0,-1.185502128699999
13.999999999999998,73.94736842105263,100.0,9.166827023635227,1.0,-1.1767326664957702
15.0,73.94736842105263,100.0,9.166827023635227,1.0,-1.1645482802512055
15.999999999999998,73.94736842105263,100.0,9.166827023635227,1.0,-1.1494711119543346
17.0,73.94736842105263,100.0,9.166827023635227,1.0,-1.1319629764900103
18.0,73.94736842105263,100.0,9.166827023635227,1.0,-1.1124306858947794
18.999999999999996,73.94736842105263,100.0,9.166827023635227,1.0,-1.091231203075932
20.0,73.94736842105263,100.0,9.166827023635227,1.0,-1.0686765701472711
21.0,73.94736842105263,100.0,9.166827023635227,1.0,-1.0450385451490516
22.0,73.94736842105263,100.0,9.166827023635227,1.0,-1.020552901392363
23.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.9954234119678512
23.999999999999996,73.94736842105263,100.0,9.166827023635227,1.0,-0.9698256551346304
24.999999999999996,73.94736842105263,100.0,9.166827023635227,1.0,-0.9439108872158746
25.999999999999996,73.94736842105263,100.0,9.166827023635227,1.0,-0.9178102417519292
26.999999999999996,73.94736842105263,100.0,9.166827023635227,1.0,-0.8916393217117959
28.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.8655028284575064
29.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.8394983581385969
29.999999999999996,73.94736842105263,100.0,9.166827023635227,1.0,-0.8137182144986704
30.999999999999996,73.94736842105263,100.0,9.166827023635227,1.0,-0.7882483957585816
31.999999999999996,73.94736842105263,100.0,9.166827023635227,1.0,-0.7631649278342919
33.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.738529044778852
33.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.7143833245369081
35.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.6907520460859742
36.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.6676464006780863
36.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.6450710674579629
38.00000000000001,73.94736842105263,100.0,9.166827023635227,1.0,-0.6230299852537833
38.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.6015296924562089
40.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.5805799304417738
41.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.5601923372019778
41.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.5403784851670549
42.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.5211482904559961
43.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.5025092843662469
45.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.4844667344664521
45.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.467024310545768
47.00000000000001,73.94736842105263,100.0,9.166827023635227,1.0,-0.4501849228650332
47.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.4339514422107375
48.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.4183271542799147
49.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.403315937188772
50.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.3889222418020482
51.999999999999986,73.94736842105263,100.0,9.166827023635227,1.0,-0.3751509885897346
52.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.3620074814714911
54.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.3494973996161216
55.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.3376268838271538
55.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.326402699692481
57.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.3158324415100947
57.999999999999986,73.94736842105263,100.0,9.166827023635227,1.0,-0.3059247388296019
58.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.296689436757263
59.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.2881377356833524
60.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.2802822899674694
62.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.2731372745255598
62.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.2667184319491588
63.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.2610431116669754
65.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.2561303088116397
66.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.2520007060555728
67.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.2486767182656215
67.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.2461825380441171
69.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.2445441799883834
70.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.2437895223044845
71.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.2439483456696528
71.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.2450523704770291
73.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.2471352945322588
73.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.2502328337984172
75.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.2543827689101943
75.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.2596249999755868
76.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.2660016117447037
77.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.2735569506486958
79.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.2823377145777882
80.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.2923930556470357
81.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.3037746956407919
81.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.3165370533710574
82.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.3307373828500566
84.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.3464359209726477
85.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.3636960433277385
86.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.382584426798974
86.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.4031712177577931
87.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.4255302048774888
89.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.4497389958853415
90.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.4758791978997051
90.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.5040366013530775
92.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.5343013678627243
92.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.5667682227645415
93.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.6015366533619303
94.99999999999997,73.94736842105263,100.0,9.166827023635227,1.0,-0.6387111142515665
95.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.678401241367842
97.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.7207220766330851
97.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.7657943053136239
98.99999999999999,73.94736842105263,100.0,9.166827023635227,1.0,-0.8137445083614793
100.0,73.94736842105263,100.0,9.166827023635227,1.0,-0.8647054321746148
1.0,80.46052631578948,100.0,9.166827023635227,1.0,-1.1051196534065653
2.0,80.46052631578948,100.0,9.166827023635227,1.0,-1.1596116015425242
3.0,80.46052631578948,100.0,9.166827023635227,1.0,-1.203904764479418
4.0,80.46052631578948,100.0,9.166827023635227,1.0,-1.239033381150183
5.0,80.46052631578948,100.0,9.166827023635227,1.0,-1.2659478527115553
6.0,80.46052631578948,100.0,9.166827023635227,1.0,-1.2855236120923472
6.999999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-1.2985675436139656
8.0,80.46052631578948,100.0,9.166827023635227,1.0,-1.3058227779926692
9.0,80.46052631578948,100.0,9.166827023635227,1.0,-1.307972448168345
9.999999999999998,80.46052631578948,100.0,9.166827023635227,1.0,-1.3056428140202183
11.0,80.46052631578948,100.0,9.166827023635227,1.0,-1.299406039012012
12.0,80.46052631578948,100.0,9.166827023635227,1.0,-1.2897828113344598
13.0,80.46052631578948,100.0,9.166827023635227,1.0,-1.2772449352267
13.999999999999998,80.46052631578948,100.0,9.166827023635227,1.0,-1.2622179679954304
15.0,80.46052631578948,100.0,9.166827023635227,1.0,-1.245083940417092
15.999999999999998,80.46052631578948,100.0,9.166827023635227,1.0,-1.2261841698228049
17.0,80.46052631578948,100.0,9.166827023635227,1.0,-1.2058221542915517
18.0,80.46052631578948,100.0,9.166827023635227,1.0,-1.184266521640538
18.999999999999996,80.46052631578948,100.0,9.166827023635227,1.0,-1.161753997291209
20.0,80.46052631578948,100.0,9.166827023635227,1.0,-1.138492349799449
21.0,80.46052631578948,100.0,9.166827023635227,1.0,-1.1146632712049127
22.0,80.46052631578948,100.0,9.166827023635227,1.0,-1.0904251508114189
23.0,80.46052631578948,100.0,9.166827023635227,1.0,-1.0659157050679968
23.999999999999996,80.46052631578948,100.0,9.166827023635227,1.0,-1.0412544324328104
24.999999999999996,80.46052631578948,100.0,9.166827023635227,1.0,-1.0165448700124773
25.999999999999996,80.46052631578948,100.0,9.166827023635227,1.0,-0.9918766378170968
26.999999999999996,80.46052631578948,100.0,9.166827023635227,1.0,-0.9673272659402852
28.0,80.46052631578948,100.0,9.166827023635227,1.0,-0.9429638089624204
29.0,80.46052631578948,100.0,9.166827023635227,1.0,-0.9188442593899336
29.999999999999996,80.46052631578948,100.0,9.166827023635227,1.0,-0.8950187770440626
30.999999999999996,80.46052631578948,100.0,9.166827023635227,1.0,-0.8715307532926809
31.999999999999996,80.46052631578948,100.0,9.166827023635227,1.0,-0.848417727639078
33.0,80.46052631578948,100.0,9.166827023635227,1.0,-0.8257121699447396
33.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.8034421362432856
35.0,80.46052631578948,100.0,9.166827023635227,1.0,-0.7816318009781953
36.0,80.46052631578948,100.0,9.166827023635227,1.0,-0.7603018702135834
36.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.7394698911457307
38.00000000000001,80.46052631578948,100.0,9.166827023635227,1.0,-0.7191504890077982
38.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.6993555826273575
40.0,80.46052631578948,100.0,9.166827023635227,1.0,-0.6800946425435191
41.0,80.46052631578948,100.0,9.166827023635227,1.0,-0.6613750494875538
41.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.643202580583849
42.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.625582002209144
43.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.6085177007122952
45.0,80.46052631578948,100.0,9.166827023635227,1.0,-0.5920142575054302
45.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.5760768859793916
47.00000000000001,80.46052631578948,100.0,9.166827023635227,1.0,-0.5607116883939051
47.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.5459257407707138
48.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.53172705139509
49.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.5181244538460421
50.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.5051274917417116
51.999999999999986,80.46052631578948,100.0,9.166827023635227,1.0,-0.4927463384573775
52.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.4809917778047325
54.0,80.46052631578948,100.0,9.166827023635227,1.0,-0.4698752542121823
55.0,80.46052631578948,100.0,9.166827023635227,1.0,-0.4594089851567302
55.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.4496061167592007
57.0,80.46052631578948,100.0,9.166827023635227,1.0,-0.4404808977203034
57.999999999999986,80.46052631578948,100.0,9.166827023635227,1.0,-0.4320488477566713
58.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.4243269029640474
59.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.4173335292998461
60.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.4110888037065081
62.0,80.46052631578948,100.0,9.166827023635227,1.0,-0.4056144682401246
62.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.400933965200871
63.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.3970724611361967
65.0,80.46052631578948,100.0,9.166827023635227,1.0,-0.3940568658204374
66.0,80.46052631578948,100.0,9.166827023635227,1.0,-0.3919158500939584
67.0,80.46052631578948,100.0,9.166827023635227,1.0,-0.3906798646228706
67.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.390381160588473
69.0,80.46052631578948,100.0,9.166827023635227,1.0,-0.3910538130056801
70.0,80.46052631578948,100.0,9.166827023635227,1.0,-0.3927337475419369
71.0,80.46052631578948,100.0,9.166827023635227,1.0,-0.3954587720726038
71.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.3992686145252713
73.0,80.46052631578948,100.0,9.166827023635227,1.0,-0.4042049687143032
73.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.4103115498075971
75.0,80.46052631578948,100.0,9.166827023635227,1.0,-0.4176341608301626
75.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.426220771243041
76.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.4361216082031786
77.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.4473892606603734
79.0,80.46052631578948,100.0,9.166827023635227,1.0,-0.460078796027615
80.0,80.46052631578948,100.0,9.166827023635227,1.0,-0.4742478887992664
81.0,80.46052631578948,100.0,9.166827023635227,1.0,-0.4899569602098395
81.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.5072693278377487
82.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.5262513639636137
84.0,80.46052631578948,100.0,9.166827023635227,1.0,-0.5469726614916944
85.0,80.46052631578948,100.0,9.166827023635227,1.0,-0.5695062063261092
86.0,80.46052631578948,100.0,9.166827023635227,1.0,-0.5939285552505498
86.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.6203200185755233
87.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.6487648470797731
89.0,80.46052631578948,100.0,9.166827023635227,1.0,-0.679351423063583
90.0,80.46052631578948,100.0,9.166827023635227,1.0,-0.7121724556423662
90.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.7473251807216159
92.0,80.46052631578948,100.0,9.166827023635227,1.0,-0.7849115664048703
92.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.8250385248798081
93.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.8678181321039076
94.99999999999997,80.46052631578948,100.0,9.166827023635227,1.0,-0.9133678568602602
