density,temperature,delta_phi,substance
31722.408120401346,160,-0.0377982636615737,methane
31839.46497324415,160,-0.0383768224737776,methane
31956.52182608696,160,-0.0389872631282123,methane
32073.57867892977,160,-0.0396312489166129,methane
32190.63553177258,160,-0.0403105013001566,methane
32307.692384615388,160,-0.0410268011928564,methane
32424.7492374582,160,-0.0417819902762385,methane
32541.80609030101,160,-0.0425779723467402,methane
32658.862943143817,160,-0.0434167146968906,methane
32775.91979598662,160,-0.0443002495318256,methane
32892.97664882943,160,-0.0452306754222819,methane
33010.03350167224,160,-0.046210158795695,methane
33127.09035451505,160,-0.0472409354667283,methane
33244.14720735786,160,-0.0483253122088388,methane
33361.20406020067,160,-0.0494656683683945,methane
33478.26091304348,160,-0.0506644575230826,methane
33595.317765886284,160,-0.0519242091861668,methane
33712.374618729096,160,-0.0532475305585089,methane
33829.43147157191,160,-0.0546371083300711,methane
33946.48832441471,160,-0.0560957105328548,methane
34063.545177257525,160,-0.0576261884472513,methane
34180.60203010034,160,-0.059231478563797,methane
34297.65888294314,160,-0.0609146046025916,methane
34414.715735785954,160,-0.0626786795924042,methane
34531.772588628766,160,-0.0645269080119331,methane
34648.82944147157,160,-0.0664625879956033,methane
34765.88629431438,160,-0.068489113606203,methane
34882.94314715719,160,-0.0706099771772273,methane
35000.0,160,-0.07282877172741,methane
0.001,170,-0.2933361152573797,methane
117.05785284280938,170,-0.2906657866120821,methane
234.1147056856188,170,-0.2879618311225685,methane
351.17155852842814,170,-0.2852316383282955,methane
468.2284113712375,170,-0.2824824763684075,methane
585.2852642140468,170,-0.2797214833452076,methane
702.3421170568563,170,-0.2769556591250351,methane
819.3989698996656,170,-0.2741918574582013,methane
936.455822742475,170,-0.2714367783199383,methane
1053.5126755852843,170,-0.2686969603841287,methane
1170.5695284280937,170,-0.2659787735511945,methane
1287.626381270903,170,-0.2632884114607288,methane
1404.6832341137126,170,-0.2606318839286802,methane
1521.740086956522,170,-0.2580150092574971,methane
1638.7969397993313,170,-0.2554434063762522,methane
1755.853792642141,170,-0.2529224867759119,methane
1872.91064548495,170,-0.250457446212927,methane
1989.9674983277596,170,-0.2480532561620269,methane
2107.024351170569,170,-0.2457146550065918,methane
2224.0812040133783,170,-0.2434461389623449,methane
2341.138056856188,170,-0.2412519527372534,methane
19431.43857190636,170,-0.0300516000658828,methane
19548.49542474917,170,-0.0298564219851547,methane
19665.55227759197,170,-0.0296757063987367,methane
19782.609130434783,170,-0.0295090362790708,methane
19899.665983277595,170,-0.0293560083514575,methane
20016.722836120403,170,-0.0292162320386515,methane
20133.77968896321,170,-0.0290893284965867,methane
20250.836541806024,170,-0.0289749297324634,methane
20367.893394648832,170,-0.0288726777981379,methane
20484.95024749164,170,-0.0287822240528095,methane
20602.00710033445,170,-0.0287032284900246,methane
20719.06395317726,170,-0.0286353591246454,methane
20836.12080602007,170,-0.0285782914359489,methane
20953.17765886288,170,-0.028531707863419,methane
21070.234511705687,170,-0.0284952973519795,methane
21187.2913645485,170,-0.028468754943829,methane
21304.348217391307,170,-0.0284517814140128,methane
21421.40507023412,170,-0.0284440829472767,methane
21538.461923076924,170,-0.0284453708537484,methane
21655.518775919736,170,-0.0284553613213972,methane
21772.575628762545,170,-0.0284737752031799,methane
21889.632481605357,170,-0.0285003378372445,methane
22006.68933444816,170,-0.0285347788986729,methane
22123.746187290973,170,-0.0285768322813537,methane
22240.803040133786,170,-0.0286262360091206,methane
22357.85989297659,170,-0.0286827321750094,methane
22474.9167458194,170,-0.0287460669082046,methane
22591.97359866221,170,-0.0288159903679136,methane
22709.03045150502,170,-0.0288922567639415,methane
22826.087304347828,170,-0.0289746244035954,methane
22943.14415719064,170,-0.0290628557647512,methane
23060.20101003345,170,-0.029156717594922,methane
23177.257862876257,170,-0.0292559810362698,methane
23294.314715719065,170,-0.0293604217763976,methane
23411.37156856188,170,-0.029469820224882,methane
23528.42842140469,170,-0.0295839617153564,methane
23645.48527424749,170,-0.0297026367330056,methane
23762.542127090303,170,-0.0298256411671907,methane
23879.598979933115,170,-0.0299527765889481,methane
23996.655832775923,170,-0.030083850552944,methane
24113.71268561873,170,-0.0302186769234491,methane
24230.76953846154,170,-0.0303570762238528,methane
24347.826391304352,170,-0.0304988760090443,methane
24464.88324414716,170,-0.0306439112600622,methane
24581.94009698997,170,-0.0307920248002904,methane
24698.996949832777,170,-0.030943067732385,methane
24816.05380267559,170,-0.0310968998951609,methane
24933.1106555184,170,-0.0312533903395453,methane
25050.167508361206,170,-0.0314124178227809,methane
25167.22436120401,170,-0.0315738713198854,methane
25284.281214046827,170,-0.031737650551593,methane
25401.338066889635,170,-0.0319036665277489,methane
25518.394919732444,170,-0.0320718421054083,methane
25635.45177257525,170,-0.0322421125606408,methane
25752.508625418064,170,-0.0324144261732833,methane
25869.565478260876,170,-0.032588744823857,methane
25986.62233110368,170,-0.0327650446017927,methane
26103.67918394649,170,-0.0329433164243401,methane
26220.7360367893,170,-0.0331235666654196,methane
26337.79288963211,170,-0.0333058177938508,methane
26454.84974247492,170,-0.0334901090203951,methane
26571.90659531773,170,-0.0336764969529878,methane
26688.96344816054,170,-0.0338650562599395,methane
26806.020301003347,170,-0.0340558803404695,methane
26923.07715384616,170,-0.0342490820023942,methane
27040.134006688968,170,-0.0344447941466525,methane
27157.190859531776,170,-0.0346431704584055,methane
27274.247712374585,170,-0.0348443861046113,methane
27391.304565217397,170,-0.0350486384379166,methane
27508.361418060205,170,-0.0352561477067986,methane
27625.418270903014,170,-0.0354671577719923,methane
27742.475123745822,170,-0.0356819368291686,methane
27859.53197658863,170,-0.0359007781380066,methane
27976.588829431443,170,-0.0361240007577409,methane
28093.64568227425,170,-0.036351950289362,methane
28210.70253511706,170,-0.0365849996246818,methane
28327.759387959868,170,-0.0368235497024623,methane
28444.81624080268,170,-0.0370680302719512,methane
28561.87309364549,170,-0.0373189006640524,methane
28678.929946488297,170,-0.0375766505705269,methane
28795.986799331105,170,-0.0378418008315771,methane
28913.04365217392,170,-0.0381149042321807,methane
29030.10050501673,170,-0.0383965463076421,methane
29147.15735785953,170,-0.0386873461588158,methane
29264.214210702343,170,-0.0389879572773876,methane
29381.271063545155,170,-0.0392990683818482,methane
29498.327916387963,170,-0.0396214042645823,methane
29615.38476923077,170,-0.0399557266506456,methane
29732.44162207358,170,-0.0403028350688301,methane
29849.498474916392,170,-0.0406635677355553,methane
29966.5553277592,170,-0.0410388024522541,methane
30083.61218060201,170,-0.0414294575168554,methane
30200.66903344482,170,-0.0418364926500118,methane
30317.72588628763,170,-0.0422609099368251,methane
30434.78273913044,170,-0.0427037547846551,methane
30551.839591973247,170,-0.0431661168978591,methane
30668.89644481606,170,-0.0436491312701168,methane
30785.953297658867,170,-0.044153979195197,methane
30903.01015050168,170,-0.0446818892968885,methane
31020.067003344484,170,-0.0452341385789679,methane
31137.123856187296,170,-0.0458120534960371,methane
31254.180709030104,170,-0.0464170110461084,methane
31371.237561872917,170,-0.0470504398858636,methane
31488.29441471572,170,-0.0477138214694428,methane
31605.351267558533,170,-0.0484086912118523,methane
31722.408120401346,170,-0.0491366396778637,methane
31839.46497324415,170,-0.0498993137974732,methane
31956.52182608696,170,-0.0506984181090596,methane
32073.57867892977,170,-0.0515357160311578,methane
32190.63553177258,170,-0.0524130311641499,methane
32307.692384615388,170,-0.0533322486229451,methane
32424.7492374582,170,-0.0542953164019026,methane
32541.80609030101,170,-0.0553042467731796,methane
32658.862943143817,170,-0.0563611177199032,methane
32775.91979598662,170,-0.057468074405351,methane
32892.97664882943,170,-0.0586273306797073,methane
33010.03350167224,170,-0.0598411706256318,methane
33127.09035451505,170,-0.0611119501442739,methane
33244.14720735786,170,-0.0624420985831811,methane
33361.20406020067,170,-0.0638341204077113,methane
33478.26091304348,170,-0.0652905969176437,methane
33595.317765886284,170,-0.0668141880105798,methane
33712.374618729096,170,-0.0684076339940427,methane
33829.43147157191,170,-0.0700737574480243,methane
33946.48832441471,170,-0.0718154651398887,methane
34063.545177257525,170,-0.0736357499936843,methane
34180.60203010034,170,-0.0755376931157901,methane
34297.65888294314,170,-0.0775244658791742,methane
34414.715735785954,170,-0.0795993320683428,methane
34531.772588628766,170,-0.0817656500873985,methane
34648.82944147157,170,-0.0840268752335191,methane
34765.88629431438,170,-0.086386562038352,methane
34882.94314715719,170,-0.0888483666799495,methane
35000.0,170,-0.0914160494678955,methane
0.001,180,-0.2891588632507827,methane
117.05785284280938,180,-0.2854851962933161,methane
234.1147056856188,180,-0.2818407309688099,methane
351.17155852842814,180,-0.2782265960191871,methane
468.2284113712375,180,-0.27464394978136,methane
585.2852642140468,180,-0.2710939745118551,methane
702.3421170568563,180,-0.2675778708429255,methane
819.3989698996656,180,-0.2640968523355537,methane
936.455822742475,180,-0.2606521401011341,methane
1053.5126755852843,180,-0.2572449574682451,methane
1170.5695284280937,180,-0.2538765246752381,methane
1287.626381270903,180,-0.2505480535736422,methane
1404.6832341137126,180,-0.2472607423315448,methane
1521.740086956522,180,-0.244015770129752,methane
1638.7969397993313,180,-0.2408142918474211,methane
1755.853792642141,180,-0.2376574327371006,methane
1872.91064548495,180,-0.2345462830924929,methane
1989.9674983277596,180,-0.2314818929150822,methane
2107.024351170569,180,-0.228465266588713,methane
2224.0812040133783,180,-0.2254973575736087,methane
2341.138056856188,180,-0.2225790631337392,methane
2458.194909698997,180,-0.2197112191134638,methane
2575.2517625418063,180,-0.2168945947813922,methane
2692.308615384616,180,-0.2141298877610789,methane
2809.365468227425,180,-0.2114177190697536,methane
2926.422321070235,180,-0.2087586282878337,methane
3043.479173913044,180,-0.2061530688834539,methane
3160.536026755853,180,-0.2036014037178755,methane
3277.592879598663,180,-0.2011039007595498,methane
3394.649732441472,180,-0.1986607290372668,methane
3511.7065852842816,180,-0.1962719548662624,methane
3628.763438127091,180,-0.1939375383864,methane
3745.8202909699,180,-0.1916573304593619,methane
17324.415220735787,180,-0.0383264831664892,methane
17441.472073578596,180,-0.0379713635136943,methane
17558.528926421408,180,-0.0376320155595154,methane
17675.585779264216,180,-0.0373080974358565,methane
17792.642632107025,180,-0.0369992809673468,methane
17909.699484949833,180,-0.0367052506806426,methane
18026.756337792645,180,-0.0364257028962954,methane
18143.813190635454,180,-0.0361603448952733,methane
18260.870043478262,180,-0.0359088941511201,methane
18377.92689632107,180,-0.0356710776184848,methane
18494.983749163883,180,-0.0354466310690655,methane
18612.04060200669,180,-0.035235298466838,methane
18729.0974548495,180,-0.035036831375547,methane
18846.15430769231,180,-0.0348509883928382,methane
18963.21116053512,180,-0.0346775346067147,methane
19080.26801337793,180,-0.0345162410714851,methane
19197.324866220737,180,-0.0343668843015544,methane
19314.38171906355,180,-0.0342292457825252,methane
19431.43857190636,180,-0.0341031115000497,methane
19548.49542474917,180,-0.0339882714873943,methane
19665.55227759197,180,-0.033884519393301,methane
19782.609130434783,180,-0.0337916520718892,methane
19899.665983277595,180,-0.0337094691964272,methane
20016.722836120403,180,-0.0336377728987015,methane
20133.77968896321,180,-0.0335763674355835,methane
20250.836541806024,180,-0.0335250588839995,methane
20367.893394648832,180,-0.0334836548652337,methane
20484.95024749164,180,-0.0334519642991322,methane
20602.00710033445,180,-0.0334297971883941,methane
20719.06395317726,180,-0.0334169644328006,methane
20836.12080602007,180,-0.0334132776729716,methane
20953.17765886288,180,-0.0334185491629688,methane
21070.234511705687,180,-0.0334325916708899,methane
21187.2913645485,180,-0.0334552184064544,methane
21304.348217391307,180,-0.033486242974568,methane
21421.40507023412,180,-0.0335254793537456,methane
21538.461923076924,180,-0.0335727418983646,methane
21655.518775919736,180,-0.033627845363798,methane
21772.575628762545,180,-0.0336906049534714,methane
21889.632481605357,180,-0.0337608363871124,methane
22006.68933444816,180,-0.0338383559895195,methane
22123.746187290973,180,-0.0339229807992882,methane
22240.803040133786,180,-0.0340145286971594,methane
22357.85989297659,180,-0.034112818553588,methane
22474.9167458194,180,-0.0342176703954433,methane
22591.97359866221,180,-0.0343289055916655,methane
22709.03045150502,180,-0.0344463470578499,methane
22826.087304347828,180,-0.034569819479853,methane
22943.14415719064,180,-0.0346991495563269,methane
23060.20101003345,180,-0.0348341662603721,methane
23177.257862876257,180,-0.0349747011203038,methane
23294.314715719065,180,-0.0351205885195737,methane
23411.37156856188,180,-0.0352716660158854,methane
23528.42842140469,180,-0.0354277746794253,methane
23645.48527424749,180,-0.0355887594501923,methane
23762.542127090303,180,-0.0357544695142064,methane
23879.598979933115,180,-0.0359247586984738,methane
23996.655832775923,180,-0.0360994858843757,methane
24113.71268561873,180,-0.0362785154392171,methane
24230.76953846154,180,-0.0364617176655295,methane
24347.826391304352,180,-0.0366489692676633,methane
24464.88324414716,180,-0.0368401538352263,methane
24581.94009698997,180,-0.0370351623428063,methane
24698.996949832777,180,-0.0372338936654077,methane
