density,temperature,delta_phi,substance
31212.12121212121,695,-0.4908437083167003,water
31772.727272727272,695,-0.476945440285786,water
32333.333333333336,695,-0.4636450048388186,water
32893.93939393939,695,-0.4509425834916142,water
33454.545454545456,695,-0.4388392669683144,water
34015.15151515152,695,-0.4273371310129343,water
34575.757575757576,695,-0.4164392773512358,water
35136.36363636364,695,-0.4061498518604699,water
35696.969696969696,695,-0.3964740507222994,water
36257.57575757576,695,-0.3874181218107605,water
36818.181818181816,695,-0.3789893647125579,water
37378.78787878788,695,-0.3711961298753674,water
37939.39393939394,695,-0.3640478159275626,water
38500.0,695,-0.3575548640733618,water
39060.606060606064,695,-0.3517287491709472,water
39621.21212121212,695,-0.3465819681303275,water
40181.81818181818,695,-0.3421280272197098,water
40742.42424242424,695,-0.3383814305181767,water
41303.030303030304,695,-0.3353576720246518,water
41863.63636363637,695,-0.3330732338524554,water
42424.24242424242,695,-0.3315455925850733,water
42984.84848484849,695,-0.3307932353302225,water
43545.454545454544,695,-0.3308356863754192,water
44106.06060606061,695,-0.3316935446936864,water
44666.66666666667,695,-0.3333885319315526,water
45227.27272727273,695,-0.3359435499743141,water
45787.87878787879,695,-0.3393827467601309,water
46348.48484848485,695,-0.3437315887114739,water
46909.09090909091,695,-0.3490169379814619,water
47469.69696969697,695,-0.3552671326635209,water
48030.30303030303,695,-0.3625120681739865,water
48590.909090909096,695,-0.370783278174141,water
49151.51515151515,695,-0.3801140136284463,water
49712.121212121216,695,-0.3905393188795568,water
50272.72727272727,695,-0.4020961039400815,water
50833.333333333336,695,-0.4148232125355383,water
51393.93939393939,695,-0.4287614857655009,water
51954.545454545456,695,-0.4439538215699969,water
52515.15151515152,695,-0.4604452304819886,water
53075.757575757576,695,-0.4782828884063379,water
53636.36363636364,695,-0.4975161873878089,water
54196.969696969696,695,-0.5181967855091806,water
54757.57575757576,695,-0.5403786571983223,water
55318.18181818182,695,-0.5641181453173655,water
55878.78787878788,695,-0.5894740164640576,water
56439.39393939394,695,-0.6165075209378477,water
57000.0,695,-0.6452824588145424,water
1500.0,765,-1.8761762127063768,water
2060.6060606060605,765,-1.8895819902926072,water
2621.212121212121,765,-1.8965698447756387,water
3181.818181818182,765,-1.897819505967867,water
3742.4242424242425,765,-1.8939665843325248,water
4303.030303030303,765,-1.8856031362371293,water
4863.636363636364,765,-1.8732782727340256,water
5424.242424242424,765,-1.857498900590585,water
5984.848484848485,765,-1.8387306536614507,water
6545.454545454546,765,-1.817399047464662,water
7106.060606060606,765,-1.7938908690152515,water
7666.666666666667,765,-1.768555796954197,water
8227.272727272728,765,-1.7417082333826015,water
8787.878787878788,765,-1.7136293182926718,water
9348.484848484848,765,-1.684569089856194,water
9909.09090909091,765,-1.654748748896702,water
10469.69696969697,765,-1.624362983424753,water
11030.30303030303,765,-1.5935823089325254,water
11590.909090909092,765,-1.562555381962012,water
12151.515151515152,765,-1.5314112479903692,water
12712.121212121212,765,-1.500261489589527,water
13272.727272727274,765,-1.4692022467703538,water
13833.333333333334,765,-1.438316088049636,water
14393.939393939394,765,-1.4076737177138394,water
14954.545454545456,765,-1.3773355116191306,water
15515.151515151516,765,-1.3473528803009245,water
16075.757575757576,765,-1.317769463806068,water
16636.363636363636,765,-1.2886221671944045,water
17196.969696969696,765,-1.2599420488540851,water
17757.57575757576,765,-1.2317550755890352,water
18318.18181818182,765,-1.2040827591074923,water
18878.78787878788,765,-1.1769426886776924,water
19439.39393939394,765,-1.1503489752582348,water
20000.0,765,-1.124312624330635,water
20560.60606060606,765,-1.0988418583789308,water
21121.21212121212,765,-1.0739424146379857,water
21681.818181818184,765,-1.0496178468859614,water
22242.424242424244,765,-1.0258698580504566,water
22803.030303030304,765,-1.0026986802077222,water
23363.636363636364,765,-0.9801035001884628,water
23924.242424242424,765,-0.9580829070720646,water
24484.848484848484,765,-0.9366353205603364,water
25045.454545454548,765,-0.9157593544478132,water
25606.060606060608,765,-0.8954540799862294,water
26166.666666666668,765,-0.8757191756578687,water
26727.272727272728,765,-0.856554973917399,water
27287.878787878788,765,-0.8379624336026006,water
27848.484848484848,765,-0.8199430750727771,water
28409.09090909091,765,-0.8024989142490665,water
28969.69696969697,765,-0.7856324241704152,water
29530.303030303032,765,-0.7693465411027102,water
30090.90909090909,765,-0.7536447190993872,water
30651.515151515152,765,-0.7385310248298089,water
31212.12121212121,765,-0.7240102559974171,water
31772.727272727272,765,-0.7100880633703018,water
32333.333333333336,765,-0.6967710583741727,water
32893.93939393939,765,-0.684066893875654,water
33454.545454545456,765,-0.671984312945949,water
34015.15151515152,765,-0.660533166857555,water
34575.757575757576,765,-0.6497244079229041,water
35136.36363636364,765,-0.6395700646276505,water
35696.969696969696,765,-0.6300832062867991,water
36257.57575757576,765,-0.6212779030230925,water
36818.181818181816,765,-0.6131691851190215,water
37378.78787878788,765,-0.6057730043309727,water
37939.39393939394,765,-0.599106198831565,water
38500.0,765,-0.5931864630326652,water
39060.606060606064,765,-0.5880323234525455,water
39621.21212121212,765,-0.5836631218247648,water
40181.81818181818,765,-0.5800990066449228,water
40742.42424242424,765,-0.5773609342398227,water
41303.030303030304,765,-0.5754706802061481,water
41863.63636363637,765,-0.5744508617269312,water
42424.24242424242,765,-0.5743249708785464,water
42984.84848484849,765,-0.5751174186286111,water
43545.454545454544,765,-0.5768535888373505,water
44106.06060606061,765,-0.579559901236021,water
44666.66666666667,765,-0.5832638820878286,water
45227.27272727273,765,-0.5879942410493161,water
45787.87878787879,765,-0.5937809526466761,water
46348.48484848485,765,-0.6006553407631398,water
46909.09090909091,765,-0.6086501645897568,water
47469.69696969697,765,-0.6177997046184025,water
48030.30303030303,765,-0.6281398474356192,water
48590.909090909096,765,-0.6397081683008458,water
49151.51515151515,765,-0.6525440107455877,water
49712.121212121216,765,-0.6666885627001251,water
50272.72727272727,765,-0.6821849289286926,water
50833.333333333336,765,-0.6990781998237193,water
51393.93939393939,765,-0.7174155168613469,water
51954.545454545456,765,-0.7372461352531521,water
52515.15151515152,765,-0.7586214845315924,water
53075.757575757576,765,-0.7815952279791074,water
53636.36363636364,765,-0.806223321950257,water
54196.969696969696,765,-0.8325640762421805,water
54757.57575757576,765,-0.8606782167425827,water
55318.18181818182,765,-0.8906289516283992,water
55878.78787878788,765,-0.92248204240563,water
56439.39393939394,765,-0.9563058810751188,water
57000.0,765,-0.992171574684692,water
1500.0,835,-2.253947856425336,water
2060.6060606060605,835,-2.248506321035838,water
2621.212121212121,835,-2.238935097005925,water
3181.818181818182,835,-2.2256852242688225,water
3742.4242424242425,835,-2.209181089535627,water
4303.030303030303,835,-2.1898201475882315,water
4863.636363636364,835,-2.167972813480184,water
5424.242424242424,835,-2.1439825428478185,water
5984.848484848485,835,-2.118166109289268,water
6545.454545454546,835,-2.0908140800757584,water
7106.060606060606,835,-2.062191484460886,water
7666.666666666667,835,-2.032538662672433,water
8227.272727272728,835,-2.002072278421725,water
8787.878787878788,835,-1.9709864735341285,water
9348.484848484848,835,-1.9394541401463388,water
9909.09090909091,835,-1.907628283858562,water
10469.69696969697,835,-1.875643450253481,water
11030.30303030303,835,-1.843617187255837,water
11590.909090909092,835,-1.8116515168116825,water
12151.515151515152,835,-1.7798343912032368,water
12712.121212121212,835,-1.7482411118306886,water
13272.727272727274,835,-1.7169356913258873,water
13833.333333333334,835,-1.6859721432342467,water
14393.939393939394,835,-1.655395687045374,water
14954.545454545456,835,-1.625243859906144,water
15515.151515151516,835,-1.595547529791175,water
16075.757575757576,835,-1.5663318081379198,water
16636.363636363636,835,-1.5376168629269311,water
17196.969696969696,835,-1.5094186358837536,water
17757.57575757576,835,-1.481749469904937,water
18318.18181818182,835,-1.4546186549737086,water
18878.78787878788,835,-1.42803290271628,water
19439.39393939394,835,-1.4019967612920887,water
20000.0,835,-1.3765129833650096,water
20560.60606060606,835,-1.351582860236635,water
21121.21212121212,835,-1.327206534531753,water
21681.818181818184,835,-1.3033833018016998,water
22242.424242424244,835,-1.280111907877871,water
22803.030303030304,835,-1.2573908439061563,water
23363.636363636364,835,-1.2352186353529753,water
23924.242424242424,835,-1.2135941160271413,water
24484.848484848484,835,-1.1925166747196905,water
25045.454545454548,835,-1.171986461628728,water
25606.060606060608,835,-1.1520045447699974,water
26166.666666666668,835,-1.1325730124964737,water
26727.272727272728,835,-1.1136950255689373,water
27287.878787878788,835,-1.0953748290221097,water
27848.484848484848,835,-1.0776177386428891,water
28409.09090909091,835,-1.0604301181434583,water
28969.69696969697,835,-1.043819360881991,water
29530.303030303032,835,-1.0277938849680703,water
30090.90909090909,835,-1.0123631442014362,water
30651.515151515152,835,-0.9975376512673482,water
31212.12121212121,835,-0.9833290054576952,water
31772.727272727272,835,-0.9697499157416908,water
32333.333333333336,835,-0.9568142112279784,water
32893.93939393939,835,-0.9445368341435046,water
33454.545454545456,835,-0.9329338142344904,water
34015.15151515152,835,-0.922022226860593,water
34575.757575757576,835,-0.9118201392930264,water
35136.36363636364,835,-0.9023465506327716,water
35696.969696969696,835,-0.8936213305613682,water
36257.57575757576,835,-0.8856651612607895,water
36818.181818181816,835,-0.8784994857450739,water
37378.78787878788,835,-0.8721464648506371,water
37939.39393939394,835,-0.866628944379087,water
38500.0,835,-0.8619704333779776,water
39060.606060606064,835,-0.8581950942042192,water
39621.21212121212,835,-0.8553277447569224,water
40181.81818181818,835,-0.8533938730217734,water
40742.42424242424,835,-0.8524196638084885,water
41303.030303030304,835,-0.85243203728402,water
41863.63636363637,835,-0.8534586986203715,water
42424.24242424242,835,-0.8555281978085144,water
42984.84848484849,835,-0.8586699984574666,water
43545.454545454544,835,-0.862914554215595,water
44106.06060606061,835,-0.8682933913276802,water
44666.66666666667,835,-0.8748391957820749,water
45227.27272727273,835,-0.8825859035048033,water
45787.87878787879,835,-0.8915687921215015,water
46348.48484848485,835,-0.9018245729235704,water
46909.09090909091,835,-0.9133914818377088,water
47469.69696969697,835,-0.926309368395729,water
48030.30303030303,835,-0.9406197819251968,water
48590.909090909096,835,-0.9563660544228132,water
49151.51515151515,835,-0.973593379818384,water
49712.121212121216,835,-0.9923488895822866,water
50272.72727272727,835,-1.012681724863762,water
50833.333333333336,835,-1.0346431055653782,water
51393.93939393939,835,-1.058286396954968,water
51954.545454545456,835,-1.0836671745871382,water
52515.15151515152,835,-1.110843288449708,water
53075.757575757576,835,-1.139874927363737,water
53636.36363636364,835,-1.1708246847520252,water
54196.969696969696,835,-1.2037576269481816,water
54757.57575757576,835,-1.2387413652521018,water
55318.18181818182,835,-1.2758461329468402,water
55878.78787878788,835,-1.315144868483913,water
56439.39393939394,835,-1.3567133060197276,water
57000.0,835,-1.4006300744498672,water
5735.78678929766,350,-0.1402323005158016,methane
14397.993899665553,190,-0.0506395585887733,methane
3394.649732441472,450,-0.281616979299595,methane
28561.87309364549,150,-0.0226045635491028,methane
8545.151257525085,200,-0.0822802511106493,methane
21421.40507023412,300,-0.1402464832862899,methane
29381.271063545155,350,-0.3760352641538719,methane
30434.78273913044,410,-0.6364960153959909,methane
12759.197959866222,400,-0.2112149528946344,methane
18846.15430769231,290,-0.1148102218247361,methane
5267.559377926422,220,-0.1102720394773428,methane
9481.60608026756,450,-0.2541965046935531,methane
30083.61218060201,440,-0.740697634659722,methane
14163.880193979934,250,-0.0686409637006195,methane
14515.050752508365,350,-0.1596877426473341,methane
23294.314715719065,430,-0.4163579125790392,methane
3160.536026755853,480,-0.3237002340411458,methane
27157.190859531776,380,-0.3887838261568223,methane
33244.14720735786,450,-1.078029804525756,methane
33946.48832441471,460,-1.2289308260882434,methane
21538.461923076924,290,-0.1283923304846941,methane
22826.087304347828,440,-0.4308735204435618,methane
8779.264963210704,330,-0.1091654272978321,methane
27742.475123745822,140,-0.0163551064559042,methane
14046.823341137126,270,-0.0808476657156433,methane
34414.715735785954,380,-0.8149905096968888,methane
20484.95024749164,260,-0.0907739575401292,methane
6789.298464882944,260,-0.0813545784744176,methane
29966.5553277592,490,-0.967432025703724,methane
4331.104555183947,310,-0.1364408581141105,methane
4448.161408026756,200,-0.1439546703394121,methane
9364.54922742475,250,-0.0651681007029976,methane
21772.575628762545,230,-0.0679159533771341,methane
25284.281214046827,400,-0.3891436129632398,methane
25284.281214046827,230,-0.0812793079213741,methane
1404.6832341137126,410,-0.2994380046459804,methane
14749.164458193982,430,-0.2793797059151981,methane
17441.472073578596,270,-0.090613222924862,methane
5033.445672240803,340,-0.1420863770104412,methane
11705.68628428094,390,-0.1881034358718752,methane
35000.0,260,-0.3347544786090217,methane
34297.65888294314,210,-0.1597143225707814,methane
7374.582729096991,460,-0.2581105805987717,methane
20250.836541806024,440,-0.3761573759069495,methane
21538.461923076924,170,-0.0284453708537484,methane
5267.559377926422,370,-0.1635084663098104,methane
26220.7360367893,430,-0.5059220911244162,methane
20250.836541806024,280,-0.1101760603298184,methane
2809.365468227425,390,-0.2333191793838078,methane
29498.327916387963,220,-0.097330124713436,methane
14163.880193979934,240,-0.0634233685690697,methane
26688.96344816054,450,-0.5915534670622011,methane
1404.6832341137126,460,-0.3503650710491287,methane
585.2852642140468,420,-0.3430494766461737,methane
18963.21116053512,320,-0.1504184424232107,methane
9130.435521739131,200,-0.0770627026308464,methane
19197.324866220737,240,-0.0701404754821355,methane
34063.545177257525,270,-0.319693137780054,methane
19197.324866220737,410,-0.2966184686530261,methane
20953.17765886288,250,-0.0829730963270252,methane
30434.78273913044,180,-0.0533369082023269,methane
27742.475123745822,390,-0.4375106510500592,methane
24581.94009698997,410,-0.3968707504151538,methane
12525.084254180603,460,-0.3037646731299067,methane
30317.72588628763,410,-0.6293584029626137,methane
7374.582729096991,480,-0.2877418004086166,methane
32658.862943143817,210,-0.1215866331706637,methane
31371.237561872917,300,-0.3010272772431912,methane
20484.95024749164,340,-0.1893558114315781,methane
3979.933996655519,400,-0.2141018551175685,methane
4448.161408026756,240,-0.1196369180173924,methane
20250.836541806024,380,-0.253531484340346,methane
8193.980698996656,250,-0.0694287552425437,methane
14046.823341137126,410,-0.2388770259042506,methane
19665.55227759197,210,-0.0499359293488583,methane
32892.97664882943,400,-0.7723472314902855,methane
7257.525876254182,490,-0.302802301670164,methane
14046.823341137126,420,-0.2547311223944984,methane
32892.97664882943,260,-0.2423853628595238,methane
33361.20406020067,310,-0.4212119397521066,methane
12876.254812709032,350,-0.1481584905081482,methane
8896.321816053513,390,-0.1699740895438398,methane
22709.03045150502,330,-0.1951224462610158,methane
468.2284113712375,370,-0.3076689713071934,methane
33478.26091304348,350,-0.5883137854024092,methane
9949.833491638798,390,-0.1751195350392989,methane
14163.880193979934,370,-0.1824117609209119,methane
10535.117755852843,330,-0.1139236152091547,methane
31488.29441471572,450,-0.8980355532378229,methane
20016.722836120403,300,-0.1317651523947455,methane
18612.04060200669,330,-0.1611724527771417,methane
33946.48832441471,410,-0.928222517410406,methane
1287.626381270903,370,-0.2705377335109709,methane
28093.64568227425,490,-0.8257323797323632,methane
23645.48527424749,170,-0.0297026367330056,methane
22474.9167458194,470,-0.5036735461652144,methane
3043.479173913044,290,-0.1616361790871679,methane
28210.70253511706,240,-0.1139038213688753,methane
4565.218260869566,190,-0.155545260286296,methane
26923.07715384616,280,-0.1619461271819234,methane
30317.72588628763,210,-0.0906778748601097,methane
32307.692384615388,440,-0.9222761180652046,methane
16387.960397993313,190,-0.0434532523773979,methane
4096.990849498328,430,-0.2442468797811488,methane
702.3421170568563,400,-0.3200984512443837,methane
19431.43857190636,320,-0.1533140826768724,methane
22240.803040133786,450,-0.4426827737517853,methane
21187.2913645485,360,-0.2289109492029334,methane
16153.846692307694,320,-0.1348409443761832,methane
23645.48527424749,400,-0.3496746194701491,methane
4214.047702341138,450,-0.266025577368932,methane
17090.30151505017,400,-0.2539793622839338,methane
20719.06395317726,200,-0.0445513987401976,methane
9013.378668896325,400,-0.1825262288938269,methane
1638.7969397993313,430,-0.3101122703791122,methane
23879.598979933115,210,-0.0573984118644032,methane
29498.327916387963,340,-0.3510313041350154,methane
2575.2517625418063,180,-0.2168945947813922,methane
30200.66903344482,380,-0.5085156979667074,methane
1287.626381270903,440,-0.3333575540816665,methane
12056.856842809366,400,-0.2046694812830536,methane
9364.54922742475,400,-0.184210325933489,methane
35000.0,370,-0.8236593279360946,methane
5618.729936454851,380,-0.1687437600809038,methane
30200.66903344482,270,-0.1954853937653625,methane
4096.990849498328,330,-0.1531438534302089,methane
19782.609130434783,170,-0.0295090362790708,methane
2107.024351170569,260,-0.1876237386970858,methane
20367.893394648832,340,-0.1883448975924497,methane
27274.247712374585,250,-0.119442684172684,methane
22474.9167458194,200,-0.0467596684886237,methane
4331.104555183947,440,-0.2519812882669809,methane
4331.104555183947,370,-0.1787657319720939,methane
14632.107605351172,220,-0.055157532928548,methane
17090.30151505017,430,-0.3078530330693594,methane
468.2284113712375,330,-0.2828070638310643,methane
6321.071053511707,490,-0.3021984046990909,methane
21070.234511705687,340,-0.1946454514921413,methane
1638.7969397993313,250,-0.2055341659517661,methane
31137.123856187296,290,-0.2662902442925423,methane
20953.17765886288,370,-0.2438510018722545,methane
23996.655832775923,260,-0.1074359531709421,methane
25869.565478260876,200,-0.0551280814637474,methane
0.001,250,-0.2820009128609906,methane
13812.709635451509,250,-0.0680032828241063,methane
15685.619280936457,350,-0.1678542711197165,methane
12290.970548494985,330,-0.1231787537183183,methane
18143.813190635454,400,-0.265311864493851,methane
7842.810140468228,380,-0.1569183235659945,methane
17558.528926421408,440,-0.3336339996944961,methane
2575.2517625418063,200,-0.1917957205250408,methane
12759.197959866222,320,-0.1161916635831075,methane
20250.836541806024,300,-0.1330673717811177,methane
33361.20406020067,490,-1.343886714154911,methane
14397.993899665553,280,-0.0893183983369433,methane
16739.13095652174,260,-0.0806343540371979,methane
17441.472073578596,390,-0.2408150645233815,methane
1638.7969397993313,480,-0.3651239002550911,methane
25869.565478260876,450,-0.5570469788866392,methane
819.3989698996656,350,-0.2773947643985149,methane
24933.1106555184,420,-0.433656210913821,methane
936.455822742475,410,-0.3185527775165158,methane
13461.539076923078,420,-0.2483558422159841,methane
5735.78678929766,250,-0.094083007717871,methane
33829.43147157191,400,-0.861140223183192,methane
25401.338066889635,250,-0.1045963466751896,methane
24347.826391304352,370,-0.295290771235588,methane
18729.0974548495,360,-0.2048351587148873,methane
25050.167508361206,170,-0.0314124178227809,methane
25986.62233110368,140,-0.0159128775891644,methane
34063.545177257525,230,-0.2022024226900909,methane
2224.0812040133783,240,-0.1840331979666362,methane
23177.257862876257,290,-0.1396914108044765,methane
15100.33501672241,240,-0.0645114508739693,methane
2458.194909698997,480,-0.3407247332571231,methane
21538.461923076924,330,-0.1834827937384223,methane
18143.813190635454,180,-0.0361603448952733,methane
20016.722836120403,330,-0.1709101008385158,methane
1521.740086956522,220,-0.2151849064803566,methane
30903.01015050168,460,-0.8972356873981825,methane
19548.49542474917,220,-0.0562718103648086,methane
29381.271063545155,430,-0.6542146755495979,methane
31722.408120401346,180,-0.0616762548273198,methane
21772.575628762545,160,-0.0237503947433216,methane
33829.43147157191,410,-0.9154751801441574,methane
25284.281214046827,310,-0.1921039269728646,methane
22006.68933444816,260,-0.0968200873771029,methane
21889.632481605357,400,-0.3162093441994895,methane
24698.996949832777,430,-0.4549070541023732,methane
28678.929946488297,430,-0.6151797266442964,methane
29147.15735785953,390,-0.4939057244592605,methane
32190.63553177258,330,-0.430544700736543,methane
19548.49542474917,270,-0.0971616346533793,methane
117.05785284280938,220,-0.2755079439803758,methane
32541.80609030101,150,-0.031140577759402,methane
16739.13095652174,240,-0.0664797260533516,methane
33829.43147157191,480,-1.344204464190491,methane
10418.060903010037,400,-0.1909297684887873,methane
12173.913695652176,440,-0.2659004111166444,methane
28795.986799331105,160,-0.0298851478465489,methane
20484.95024749164,460,-0.4282659588720883,methane
4565.218260869566,240,-0.11703900282074,methane
34063.545177257525,430,-1.0575335701259447,methane
20836.12080602007,170,-0.0285782914359489,methane
25752.508625418064,240,-0.0949590324096559,methane
4096.990849498328,210,-0.1422084003052475,methane
11237.4588729097,330,-0.1172997488733555,methane
10535.117755852843,480,-0.3131807969884678,methane
16153.846692307694,340,-0.158382233195507,methane
29030.10050501673,150,-0.0229527566892472,methane
702.3421170568563,490,-0.4103723226851803,methane
30083.61218060201,370,-0.4679487773153519,methane
