density,temperature,nu,Sigma,delta_phi
0.9098819447125788,0.6904304283887317,1.6666666666666667,0.8030360182762433,0.033922189919178
0.9190103698628947,0.6904304283887317,1.6666666666666667,0.8030360182762433,0.037796179699421
0.9281387950132107,0.6904304283887317,1.6666666666666667,0.8030360182762433,0.0411679937832204
0.9098819447125788,0.7075485381834936,1.6666666666666667,0.8030360182762433,0.043834561569153
0.9190103698628947,0.7075485381834936,1.6666666666666667,0.8030360182762433,0.0471293016813145
0.9281387950132107,0.7075485381834936,1.6666666666666667,0.8030360182762433,0.0499299484889098
0.9098819447125788,0.7246666479782556,1.6666666666666667,0.8030360182762433,0.0532931201030698
0.9190103698628947,0.7246666479782556,1.6666666666666667,0.8030360182762433,0.0560138836272636
0.9281387950132107,0.7246666479782556,1.6666666666666667,0.8030360182762433,0.0582462007759426
0.9098819447125788,0.7417847577730176,1.6666666666666667,0.8030360182762433,0.0622461255743386
0.9190103698628947,0.7417847577730176,1.6666666666666667,0.8030360182762433,0.0643995023136512
0.9281387950132107,0.7417847577730176,1.6666666666666667,0.8030360182762433,0.0660676894033595
0.9007535195622628,0.7589028675677795,1.6666666666666667,0.8030360182762433,0.0686021241693689
0.9098819447125788,0.7589028675677795,1.6666666666666667,0.8030360182762433,0.070649400608708
0.9190103698628947,0.7589028675677795,1.6666666666666667,0.8030360182762433,0.0722428958258325
0.9281387950132107,0.7589028675677795,1.6666666666666667,0.8030360182762433,0.0733521650499707
0.9007535195622628,0.7760209773625415,1.6666666666666667,0.8030360182762433,0.0769693773849212
0.9098819447125788,0.7760209773625415,1.6666666666666667,0.8030360182762433,0.0784653994248344
0.9190103698628947,0.7760209773625415,1.6666666666666667,0.8030360182762433,0.0795070939886668
0.9281387950132107,0.7760209773625415,1.6666666666666667,0.8030360182762433,0.0800633606642636
0.9007535195622628,0.7931390871573033,1.6666666666666667,0.8030360182762433,0.0847071221662082
0.9098819447125788,0.7931390871573033,1.6666666666666667,0.8030360182762433,0.0856624226069756
0.9190103698628947,0.7931390871573033,1.6666666666666667,0.8030360182762433,0.0861606976918716
0.9281387950132107,0.7931390871573033,1.6666666666666667,0.8030360182762433,0.0861703205373686
0.9007535195622628,0.8102571969520654,1.6666666666666667,0.8030360182762433,0.0917889279409455
0.9098819447125788,0.8102571969520654,1.6666666666666667,0.8030360182762433,0.0922139311615365
0.9190103698628947,0.8102571969520654,1.6666666666666667,0.8030360182762433,0.0921772522994139
0.9281387950132107,0.8102571969520654,1.6666666666666667,0.8030360182762433,0.0916468229813519
0.8916250944119467,0.8273753067468274,1.6666666666666667,0.8030360182762433,0.0978524598681831
0.9007535195622628,0.8273753067468274,1.6666666666666667,0.8030360182762433,0.0981930664944862
0.9098819447125788,0.8273753067468274,1.6666666666666667,0.8030360182762433,0.0980979362050228
0.9190103698628947,0.8273753067468274,1.6666666666666667,0.8030360182762433,0.0975346881618595
0.9281387950132107,0.8273753067468274,1.6666666666666667,0.8030360182762433,0.0964708649457813
0.8916250944119467,0.8444934165415893,1.6666666666666667,0.8030360182762433,0.1040637690926271
0.9007535195622628,0.8444934165415893,1.6666666666666667,0.8030360182762433,0.1039019214712443
0.9098819447125788,0.8444934165415893,1.6666666666666667,0.8030360182762433,0.1032964516950246
0.9190103698628947,0.8444934165415893,1.6666666666666667,0.8030360182762433,0.1022148149723081
0.9281387950132107,0.8444934165415893,1.6666666666666667,0.8030360182762433,0.1006241936787996
0.8916250944119467,0.8616115263363512,1.6666666666666667,0.8030360182762433,0.1095549508668836
0.9007535195622628,0.8616115263363512,1.6666666666666667,0.8030360182762433,0.1089014632202579
0.9098819447125788,0.8616115263363512,1.6666666666666667,0.8030360182762433,0.1077950027763093
0.9190103698628947,0.8616115263363512,1.6666666666666667,0.8030360182762433,0.1062028631662346
0.9281387950132107,0.8616115263363512,1.6666666666666667,0.8030360182762433,0.1040918785661925
0.8824966692616307,0.8787296361311131,1.6666666666666667,0.8030360182762433,0.1150193302306932
0.8916250944119467,0.8787296361311131,1.6666666666666667,0.8030360182762433,0.1143157406985768
0.9007535195622628,0.8787296361311131,1.6666666666666667,0.8030360182762433,0.1131807822401519
0.9098819447125788,0.8787296361311131,1.6666666666666667,0.8030360182762433,0.1115821845978849
0.9190103698628947,0.8787296361311131,1.6666666666666667,0.8030360182762433,0.1094870683895112
0.9281387950132107,0.8787296361311131,1.6666666666666667,0.8030360182762433,0.1068619198342285
0.8824966692616307,0.895847745925875,1.6666666666666667,0.8030360182762433,0.1195023243435824
0.8916250944119467,0.895847745925875,1.6666666666666667,0.8030360182762433,0.1183385931804699
0.9007535195622628,0.895847745925875,1.6666666666666667,0.8030360182762433,0.116731675442666
0.9098819447125788,0.895847745925875,1.6666666666666667,0.8030360182762433,0.1146492674071456
0.9190103698628947,0.895847745925875,1.6666666666666667,0.8030360182762433,0.1120582961420562
0.9281387950132107,0.895847745925875,1.6666666666666667,0.8030360182762433,0.1089248921554738
0.8733682441113148,0.9129658557206369,1.6666666666666667,0.8030360182762433,0.1244216881267814
0.8824966692616307,0.9129658557206369,1.6666666666666667,0.8030360182762433,0.1232322916775578
0.8916250944119467,0.9129658557206369,1.6666666666666667,0.8030360182762433,0.121618304332455
0.9007535195622628,0.9129658557206369,1.6666666666666667,0.8030360182762433,0.1195482799975075
0.9098819447125788,0.9129658557206369,1.6666666666666667,0.8030360182762433,0.1169898441074946
0.9190103698628947,0.9129658557206369,1.6666666666666667,0.8030360182762433,0.1139097040160936
0.9281387950132107,0.9129658557206369,1.6666666666666667,0.8030360182762433,0.1102736215397671
0.8733682441113148,0.930083965515399,1.6666666666666667,0.8030360182762433,0.1278235191004038
0.8824966692616307,0.930083965515399,1.6666666666666667,0.8030360182762433,0.1262067945619172
0.8916250944119467,0.930083965515399,1.6666666666666667,0.8030360182762433,0.124151680430345
0.9007535195622628,0.930083965515399,1.6666666666666667,0.8030360182762433,0.1216267499172921
0.9098819447125788,0.930083965515399,1.6666666666666667,0.8030360182762433,0.1185995166414212
0.9190103698628947,0.930083965515399,1.6666666666666667,0.8030360182762433,0.1150364389671569
0.9281387950132107,0.930083965515399,1.6666666666666667,0.8030360182762433,0.1109028938294233
0.8642398189609988,0.9472020753101609,1.6666666666666667,0.8030360182762433,0.1320720844982816
0.8733682441113148,0.9472020753101609,1.6666666666666667,0.8030360182762433,0.1304599538767077
0.8824966692616307,0.9472020753101609,1.6666666666666667,0.8030360182762433,0.1284250890103075
0.8916250944119467,0.9472020753101609,1.6666666666666667,0.8030360182762433,0.1259372478301368
0.9007535195622628,0.9472020753101609,1.6666666666666667,0.8030360182762433,0.1229649708953807
0.9098819447125788,0.9472020753101609,1.6666666666666667,0.8030360182762433,0.1194756176910668
0.9190103698628947,0.9472020753101609,1.6666666666666667,0.8030360182762433,0.1154353670041024
0.9281387950132107,0.9472020753101609,1.6666666666666667,0.8030360182762433,0.1108091929396589
0.8642398189609988,0.9643201851049229,1.6666666666666667,0.8030360182762433,0.1343390125436794
0.8733682441113148,0.9643201851049229,1.6666666666666667,0.8030360182762433,0.1323324663756901
0.8824966692616307,0.9643201851049229,1.6666666666666667,0.8030360182762433,0.1298878699022205
0.8916250944119467,0.9643201851049229,1.6666666666666667,0.8030360182762433,0.1269749988747168
0.9007535195622628,0.9643201851049229,1.6666666666666667,0.8030360182762433,0.1235623092622865
0.9098819447125788,0.9643201851049229,1.6666666666666667,0.8030360182762433,0.1196169643357686
0.9190103698628947,0.9643201851049229,1.6666666666666667,0.8030360182762433,0.115104832656727
0.9281387950132107,0.9643201851049229,1.6666666666666667,0.8030360182762433,0.109990466822628
0.8551113938106828,0.9814382948996847,1.6666666666666667,0.8030360182762433,0.1378039587758963
0.8642398189609988,0.9814382948996847,1.6666666666666667,0.8030360182762433,0.1358364130829972
0.8733682441113148,0.9814382948996847,1.6666666666666667,0.8030360182762433,0.1334437085734583
