temperature,density,real_ufrac,delta_phi,stable,argon,water,methane
120,35671.34279358717,0.976098606006608,-0.0181933411864131,0,1,0,0
120,35751.50311222445,0.9762153101908806,-0.0181941381808471,0,1,0,0
120,35831.66343086172,0.9763312839609068,-0.0181934419671645,0,1,0,0
120,35911.823749498995,0.9764465899007364,-0.0181912275776129,0,1,0,0
120,35991.98406813627,0.9765612893356204,-0.0181874707660508,0,1,0,0
120,36072.14438677355,0.9766754423162634,-0.0181821480291844,0,1,0,0
120,36152.304705410825,0.9767891076027532,-0.0181752366281164,0,1,0,0
120,36232.4650240481,0.9769023426481492,-0.0181667146102346,0,1,0,0
120,36312.62534268537,0.977015203581716,-0.0181565608314427,0,1,0,0
120,36392.78566132265,0.9771277451918576,-0.018144754978684,0,1,0,0
120,36472.94597995992,0.9772400209086968,-0.0181312775928056,0,1,0,0
120,36553.1062985972,0.977352082786366,-0.0181161100917023,0,1,0,0
120,36633.26661723447,0.9774639814849572,-0.0180992347937843,0,1,0,0
120,36713.42693587174,0.9775757662521768,-0.0180806349417275,0,1,0,0
120,36793.58725450902,0.9776874849046886,-0.018060294726519,0,1,0,0
120,36873.74757314629,0.9777991838091468,-0.0180381993117938,0,1,0,0
120,36953.907891783565,0.977910907862934,-0.0180143348584498,0,1,0,0
120,37034.06821042084,0.9780227004746184,-0.0179886885495248,0,1,0,0
120,37114.22852905811,0.9781346035440862,-0.0179612486153736,0,1,0,0
120,37194.388847695394,0.9782466574424036,-0.0179320043591,0,1,0,0
120,37274.54916633267,0.9783589009913884,-0.017900946182251,0,1,0,0
120,37354.70948496994,0.9784713714429012,-0.0178680656107721,0,1,0,0
120,37434.86980360722,0.9785841044578346,-0.0178333553212373,0,1,0,0
120,37515.03012224449,0.9786971340848356,-0.0177968091673226,0,1,0,0
120,37595.190440881765,0.9788104927387516,-0.017758422206529,0,1,0,0
120,37675.35075951904,0.9789242111787826,-0.0177181907271717,0,1,0,0
120,37755.51107815631,0.979038318486378,-0.0176761122755982,0,1,0,0
120,37835.67139679359,0.9791528420428316,-0.01763218568368,0,1,0,0
120,37915.83171543086,0.9792678075066282,-0.0175864110965209,0,1,0,0
120,37995.992034068135,0.9793832387905006,-0.017538790000429,0,1,0,0
120,38076.15235270541,0.9794991580382182,-0.0174893252511233,0,1,0,0
120,38156.31267134268,0.9796155856011028,-0.0174380211021837,0,1,0,0
120,38236.47298997996,0.9797325400142676,-0.0173848832337453,0,1,0,0
120,38316.63330861724,0.9798500379725992,-0.0173299187814178,0,1,0,0
120,38396.79362725451,0.979968094306446,-0.0172731363654657,0,1,0,0
120,38476.953945891786,0.9800867219570456,-0.017214546120216,0,1,0,0
120,38557.11426452906,0.9802059319516804,-0.017154159723703,0,1,0,0
120,38637.274583166334,0.9803257333785516,-0.0170919904275621,0,1,0,0
120,38717.43490180361,0.980446133361381,-0.0170280530871594,0,1,0,0
120,38797.59522044088,0.9805671370337476,-0.0169623641919524,0,1,0,0
120,38877.75553907816,0.980688747513128,-0.0168949418961105,0,1,0,0
120,38957.91585771543,0.9808109658746657,-0.0168258060493708,0,1,0,0
120,39038.076176352704,0.9809337911246612,-0.0167549782281372,0,1,0,0
120,39118.23649498998,0.9810572201738,-0.0166824817668054,0,1,0,0
120,39198.39681362725,0.981181247810044,-0.0166083417893851,0,1,0,0
120,39278.55713226453,0.9813058666712864,-0.0165325852413245,0,1,0,0
120,39358.7174509018,0.981431067217704,-0.0164552409215977,0,1,0,0
120,39438.87776953908,0.9815568377038044,-0.0163763395150613,0,1,0,0
120,39519.03808817636,0.981683164150192,-0.0162959136250516,0,1,0,0
120,39599.19840681363,0.9818100303150288,-0.0162139978062513,0,1,0,0
120,39679.3587254509,0.9819374176652168,-0.0161306285977956,0,1,0,0
120,39759.51904408818,0.9820653053472342,-0.0160458445566841,0,1,0,0
120,39839.67936272545,0.9821936701577104,-0.0159596862914179,0,1,0,0
120,39919.839681362726,0.9823224865136676,-0.0158721964959297,0,1,0,0
120,40000.0,0.9824517264224374,-0.015783419983799,0,1,0,0
130,0.001,-0.2716995312488115,-0.2716995654191244,0,1,0,0
130,80.16131863727456,-0.2673207349277893,-0.2700684966066694,0,1,0,0
130,160.32163727454912,-0.2629509789938353,-0.2684636884545542,0,1,0,0
130,240.4819559118237,-0.2585898124718626,-0.2668846465277089,0,1,0,0
130,320.6422745490982,-0.2542368223183937,-0.2653309127246595,0,1,0,0
130,400.8025931863728,-0.2498916323608275,-0.2638020641950059,0,1,0,0
130,480.96291182364735,-0.2455539022445481,-0.2622977122648529,0,1,0,0
130,561.1232304609218,-0.241223326387211,-0.2608175013695374,0,1,0,0
130,641.2835490981964,-0.2368996329395556,-0.2593611079930147,0,1,0,0
130,721.443867735471,-0.232582582752157,-0.2579282396133251,0,1,0,0
130,801.6041863727455,-0.2282719683475389,-0.2565186336535767,0,1,0,0
130,881.7645050100201,-0.2239676128972576,-0.2551320564380635,0,1,0,0
130,961.9248236472948,-0.2196693692033884,-0.2537683021529627,0,1,0,0
130,1042.0851422845692,-0.2153771186841429,-0.2524271918113519,0,1,0,0
130,1122.2454609218437,-0.2110907703632445,-0.2511085722221852,0,1,0,0
130,1202.4057795591184,-0.2068102598627894,-0.2498123149629665,0,1,0,0
130,1282.5660981963929,-0.2025355483994382,-0.2485383153559806,0,1,0,0
130,1362.7264168336674,-0.1982666217837332,-0.2472864914478857,0,1,0,0
130,1442.886735470942,-0.1940034894225468,-0.2460567829926887,0,1,0,0
130,1523.0470541082166,-0.1897461833245437,-0.244849150437997,0,1,0,0
130,1603.207372745491,-0.1854947571088423,-0.2436635739147463,0,1,0,0
130,1683.3676913827658,-0.1812492850168667,-0.2425000522304084,0,1,0,0
130,1763.5280100200405,-0.177009860927688,-0.2413586018659905,0,1,0,0
130,1843.6883286573147,-0.1727765973770223,-0.240239255977009,0,1,0,0
130,1923.8486472945892,-0.1685496245802424,-0.2391420633988051,0,1,0,0
130,2004.008965931864,-0.1643290894597442,-0.2380670876565602,0,1,0,0
130,2084.1692845691387,-0.1601151546770585,-0.2370144059804139,0,1,0,0
130,2164.329603206413,-0.1559079976702158,-0.235984108326206,0,1,0,0
130,2244.489921843688,-0.1517078096967348,-0.2349762964022282,0,1,0,0
130,2324.6502404809626,-0.1475147948827815,-0.2339910827025466,0,1,0,0
130,2404.810559118237,-0.143329169278924,-0.2330285895473327,0,1,0,0
130,2484.9708777555115,-0.1391511599228743,-0.2320889481306115,0,1,0,0
130,2565.131196392786,-0.1349810039095897,-0.2311722975758109,0,1,0,0
130,26773.5474248497,0.9310048500825294,-0.0232837037533519,0,1,0,0
130,26853.70774348697,0.9318105392607072,-0.023232392729597,0,1,0,0
130,26933.868062124253,0.9326024651427084,-0.0231841698561963,0,1,0,0
130,27014.028380761527,0.9333808096574148,-0.0231389677789961,0,1,0,0
130,27094.1886993988,0.9341457526766002,-0.0230967207231095,0,1,0,0
130,27174.349018036075,0.9348974720657368,-0.0230573644267914,0,1,0,0
130,27254.50933667335,0.9356361437337866,-0.0230208360767804,0,1,0,0
130,27334.669655310623,0.936361941681814,-0.0229870742452633,0,1,0,0
130,27414.829973947897,0.9370750380503836,-0.0229560188284952,0,1,0,0
130,27494.99029258517,0.9377756031656715,-0.022927610987143,0,1,0,0
130,27575.15061122245,0.9384638055842428,-0.0229017930883949,0,1,0,0
130,27655.310929859723,0.9391398121364618,-0.0228785086498639,0,1,0,0
130,27735.471248497,0.9398037879685184,-0.0228577022852997,0,1,0,0
130,27815.63156713427,0.9404558965830752,-0.0228393196520978,0,1,0,0
130,27895.791885771545,0.9410962998785248,-0.0228233074006117,0,1,0,0
130,27975.95220440882,0.9417251581868612,-0.0228096131252595,0,1,0,0
130,28056.112523046097,0.9423426303101794,-0.0227981853174077,0,1,0,0
130,28136.27284168337,0.9429488735558258,-0.022788973320001,0,1,0,0
130,28216.433160320645,0.9435440437702506,-0.0227819272838858,0,1,0,0
130,28296.59347895792,0.9441282953715028,-0.0227769981258775,0,1,0,0
130,28376.753797595196,0.9447017813804864,-0.0227741374884519,0,1,0,0
130,28456.914116232467,0.9452646534509778,-0.0227732977010528,0,1,0,0
130,28537.07443486974,0.945817061898407,-0.0227744317430071,0,1,0,0
130,28617.23475350702,0.946359155727458,-0.0227774932079912,0,1,0,0
130,28697.39507214429,0.9468910826585416,-0.0227824362699835,0,1,0,0
130,28777.555390781567,0.9474129891531308,-0.0227892156507131,0,1,0,0
130,28857.71570941884,0.9479250204380328,-0.0227977865885217,0,1,0,0
130,28937.876028056115,0.948427320528594,-0.0228081048086391,0,1,0,0
130,29018.03634669339,0.9489200322508876,-0.0228201264948146,0,1,0,0
130,29098.196665330663,0.9494032972629596,-0.0228338082622256,0,1,0,0
130,29178.35698396794,0.9498772560750476,-0.0228491071317411,0,1,0,0
130,29258.51730260521,0.9503420480689592,-0.0228659805053498,0,1,0,0
130,29338.67762124249,0.9507978115164876,-0.0228843861428683,0,1,0,0
130,29418.83793987976,0.9512446835970224,-0.0229042821397654,0,1,0,0
130,29498.99825851704,0.9516828004142872,-0.0229256269061676,0,1,0,0
130,29579.15857715431,0.9521122970122812,-0.0229483791469596,0,1,0,0
130,29659.318895791585,0.952533307390441,-0.0229724978429601,0,1,0,0
130,29739.479214428866,0.9529459645180408,-0.0229979422331509,0,1,0,0
130,29819.639533066136,0.9533504003478503,-0.0230246717979287,0,1,0,0
130,29899.79985170341,0.9537467458291032,-0.0230526462433288,0,1,0,0
130,29979.960170340684,0.954135130919732,-0.0230818254862505,0,1,0,0
130,30060.12048897796,0.95451568459797,-0.0231121696405895,0,1,0,0
130,30140.280807615232,0.954888534873278,-0.0231436390042988,0,1,0,0
130,30220.441126252503,0.9552538087966468,-0.0231761940473391,0,1,0,0
130,30300.601444889784,0.9556116324702522,-0.0232097954005208,0,1,0,0
130,30380.761763527054,0.9559621310565471,-0.0232444038451571,0,1,0,0
130,30460.92208216433,0.956305428786731,-0.0232799803035816,0,1,0,0
130,30541.08240080161,0.956641648968651,-0.0233164858304648,0,1,0,0
130,30621.24271943888,0.9569709139941384,-0.0233538816049285,0,1,0,0
130,30701.403038076154,0.9572933453458176,-0.02339212892341,0,1,0,0
130,30781.563356713432,0.957609063603329,-0.023431189193331,0,1,0,0
130,30861.723675350702,0.9579181884490556,-0.0234710239274779,0,1,0,0
130,30941.88399398798,0.9582208386733292,-0.0235115947391094,0,1,0,0
130,31022.04431262525,0.9585171321791032,-0.0235528633378027,0,1,0,0
130,31102.204631262528,0.958807185986156,-0.0235947915259653,0,1,0,0
130,31182.3649498998,0.9590911162347606,-0.0236373411960758,0,1,0,0
130,31262.52526853708,0.9593690381889032,-0.0236804743285633,0,1,0,0
130,31342.685587174357,0.9596410662390068,-0.0237241529903643,0,1,0,0
130,31422.845905811628,0.9599073139041948,-0.0237683393341202,0,1,0,0
130,31503.0062244489,0.9601678938340618,-0.023812995598039,0,1,0,0
130,31583.166543086176,0.9604229178100192,-0.0238580841063532,0,1,0,0
130,31663.32686172345,0.9606724967461632,-0.0239035672704177,0,1,0,0
130,31743.487180360724,0.9609167406897108,-0.0239494075904017,0,1,0,0
130,31823.647498998,0.9611557588209988,-0.0239955676575691,0,1,0,0
130,31903.80781763528,0.9613896594530068,-0.0240420101571887,0,1,0,0
130,31983.96813627255,0.9616185500305028,-0.0240886978719659,0,1,0,0
130,32064.128454909824,0.9618425371287366,-0.0241355936860687,0,1,0,0
130,32144.288773547098,0.9620617264516976,-0.0241826605897259,0,1,0,0
130,32224.44909218437,0.9622762228299844,-0.0242298616843472,0,1,0,0
130,32304.60941082165,0.9624861302182434,-0.0242771601882031,0,1,0,0
130,32384.76972945892,0.9626915516922104,-0.0243245194426239,0,1,0,0
130,32464.9300480962,0.9628925894453518,-0.0243719029187229,0,1,0,0
130,32545.09036673347,0.9630893447850896,-0.0244192742246488,0,1,0,0
130,32625.250685370745,0.9632819181286466,-0.0244665971133327,0,1,0,0
130,32705.41100400802,0.96347040899851,-0.0245138354907227,0,1,0,0
130,32785.57132264529,0.9636549160174964,-0.0245609534245228,0,1,0,0
130,32865.73164128257,0.9638355369034356,-0.0246079151534147,0,1,0,0
130,32945.89195991984,0.9640123684634871,-0.0246546850967402,0,1,0,0
130,33026.05227855712,0.9641855065880908,-0.0247012278646471,0,1,0,0
130,33106.21259719439,0.964355046244526,-0.0247475082687108,0,1,0,0
130,33186.372915831664,0.9645210814701348,-0.0247934913329839,0,1,0,0
130,33266.53323446894,0.964683705365157,-0.0248391423055114,0,1,0,0
130,33346.69355310621,0.964843010085248,-0.0248844266702438,0,1,0,0
130,33426.853871743486,0.9649990868336108,-0.024929310159412,0,1,0,0
130,33507.01419038076,0.9651520258528016,-0.0249737587663014,0,1,0,0
130,33587.174509018034,0.9653019164161796,-0.025017738758448,0,1,0,0
130,33667.33482765531,0.9654488468190374,-0.0250612166912239,0,1,0,0
130,33747.49514629258,0.9655929043693796,-0.0251041594218334,0,1,0,0
130,33827.655464929856,0.9657341753783734,-0.0251465341236984,0,1,0,0
130,33907.81578356714,0.9658727451504898,-0.0251883083012109,0,1,0,0
130,33987.97610220441,0.9660086979732946,-0.0252294498048869,0,1,0,0
130,34068.136420841685,0.9661421171069364,-0.025269926846875,0,1,0,0
130,34148.29673947896,0.9662730847733376,-0.0253097080168112,0,1,0,0
130,34228.45705811623,0.9664016821450252,-0.0253487622980768,0,1,0,0
130,34308.61737675351,0.96652798933372,-0.0253870590843416,0,1,0,0
130,34388.77769539078,0.9666520853785444,-0.0254245681965282,0,1,0,0
130,34468.938014028055,0.966774048234012,-0.0254612599000307,0,1,0,0
130,34549.09833266533,0.9668939547576468,-0.0254971049223396,0,1,0,0
130,34629.2586513026,0.96701188069735,-0.0255320744709497,0,1,0,0
130,34709.41896993988,0.9671279006784832,-0.0255661402515825,0,1,0,0
130,34789.57928857715,0.967242088190624,-0.0255992744867624,0,1,0,0
130,34869.739607214426,0.9673545155740718,-0.0256314499346692,0,1,0,0
130,34949.89992585171,0.9674652540060584,-0.0256626399083058,0,1,0,0
130,35030.06024448898,0.9675743734866832,-0.0256928182949647,0,1,0,0
130,35110.220563126255,0.9676819428245688,-0.0257219595759896,0,1,0,0
130,35190.38088176353,0.9677880296222462,-0.0257500388468254,0,1,0,0
130,35270.5412004008,0.9678927002612672,-0.0257770318373545,0,1,0,0
130,35350.70151903808,0.967996019887052,-0.02580291493251,0,1,0,0
130,35430.86183767535,0.968098052393452,-0.0258276651931829,0,1,0,0
130,35511.022156312625,0.9681988604071023,-0.0258512603773493,0,1,0,0
130,35591.1824749499,0.968298505271427,-0.0258736789615505,0,1,0,0
130,35671.34279358717,0.9683970470304616,-0.0258949001625596,0,1,0,0
130,35751.50311222445,0.9684945444123808,-0.025914903959347,0,1,0,0
130,35831.66343086172,0.9685910548127644,-0.0259336711153068,0,1,0,0
130,35911.823749498995,0.9686866342776488,-0.0259511832007003,0,1,0,0
130,35991.98406813627,0.968781337486264,-0.0259674226154074,0,1,0,0
130,36072.14438677355,0.9688752177335622,-0.0259823726118856,0,1,0,0
130,36152.304705410825,0.9689683269125056,-0.0259960173183642,0,1,0,0
130,36232.4650240481,0.9690607154960532,-0.0260083417623305,0,1,0,0
130,36312.62534268537,0.9691524325189552,-0.0260193318942036,0,1,0,0
130,36392.78566132265,0.9692435255592582,-0.0260289746112835,0,1,0,0
130,36472.94597995992,0.9693340407195924,-0.02603725778191,0,1,0,0
130,36553.1062985972,0.9694240226082004,-0.0260441702698678,0,1,0,0
130,36633.26661723447,0.9695135143197172,-0.0260497019590243,0,1,0,0
130,36713.42693587174,0.9696025574157098,-0.0260538437781946,0,1,0,0
130,36793.58725450902,0.9696911919049782,-0.0260565877262294,0,1,0,0
130,36873.74757314629,0.9697794562236092,-0.0260579268973314,0,1,0,0
130,36953.907891783565,0.9698673872147776,-0.0260578555066062,0,1,0,0
130,37034.06821042084,0.9699550201083128,-0.0260563689158301,0,1,0,0
130,37114.22852905811,0.970042388500018,-0.0260534636594417,0,1,0,0
130,37194.388847695394,0.9701295243307432,-0.0260491374707604,0,1,0,0
130,37274.54916633267,0.9702164578652256,-0.0260433893084138,0,1,0,0
130,37354.70948496994,0.9703032176706644,-0.0260362193830088,0,1,0,0
130,37434.86980360722,0.9703898305950616,-0.0260276291840104,0,1,0,0
130,37515.03012224449,0.9704763217453264,-0.0260176215068318,0,1,0,0
130,37595.190440881765,0.9705627144651016,-0.0260062004801792,0,1,0,0
130,37675.35075951904,0.9706490303123798,-0.0259933715935745,0,1,0,0
130,37755.51107815631,0.970735289036852,-0.0259791417251241,0,1,0,0
130,37835.67139679359,0.9708215085569925,-0.0259635191695191,0,1,0,0
130,37915.83171543086,0.9709077049369144,-0.0259465136662349,0,1,0,0
130,37995.992034068135,0.970993892362956,-0.0259281364279736,0,1,0,0
130,38076.15235270541,0.97108008312004,-0.0259084001693015,0,1,0,0
130,38156.31267134268,0.9711662875677186,-0.0258873191355678,0,1,0,0
130,38236.47298997996,0.9712525141160396,-0.025864909131973,0,1,0,0
130,38316.63330861724,0.9713387692010792,-0.0258411875529378,0,1,0,0
130,38396.79362725451,0.9714250572602596,-0.0258161734116521,0,1,0,0
130,38476.953945891786,0.9715113807073754,-0.0257898873698861,0,1,0,0
130,38557.11426452906,0.9715977399073776,-0.0257623517680058,0,1,0,0
130,38637.274583166334,0.9716841331508536,-0.0257335906552601,0,1,0,0
130,38717.43490180361,0.971770556628289,-0.0257036298202514,0,1,0,0
130,38797.59522044088,0.9718570044039876,-0.0256724968217123,0,1,0,0
130,38877.75553907816,0.9719434683897764,-0.0256402210194619,0,1,0,0
130,38957.91585771543,0.9720299383183806,-0.0256068336056558,0,1,0,0
130,39038.076176352704,0.972116401716562,-0.0255723676362364,0,1,0,0
130,39118.23649498998,0.9722028438779208,-0.0255368580626845,0,1,0,0
130,39198.39681362725,0.9722892478354604,-0.0255003417639688,0,1,0,0
130,39278.55713226453,0.972375594333802,-0.0254628575788089,0,1,0,0
130,39358.7174509018,0.972461861801154,-0.0254244463381478,0,1,0,0
130,39438.87776953908,0.9725480263209568,-0.0253851508979089,0,1,0,0
130,39519.03808817636,0.9726340616032008,-0.0253450161720428,0,1,0,0
130,39599.19840681363,0.9727199389554824,-0.0253040891657979,0,1,0,0
130,39679.3587254509,0.9728056272537188,-0.0252624190092937,0,1,0,0
130,39759.51904408818,0.9728910929125356,-0.0252200569913828,0,1,0,0
130,39839.67936272545,0.9729762998553592,-0.0251770565937692,0,1,0,0
130,39919.839681362726,0.973061209484166,-0.0251334735254312,0,1,0,0
130,40000.0,0.9731457806488923,-0.0250893657573441,0,1,0,0
140,0.001,-0.2674711888679133,-0.2674712230382262,0,1,0,0
140,80.16131863727456,-0.2626646592346413,-0.2654124209135214,0,1,0,0
140,160.32163727454912,-0.2578648942700969,-0.2633776037308158,0,1,0,0
140,240.4819559118237,-0.2530715437732449,-0.2613663778290912,0,1,0,0
140,320.6422745490982,-0.2482842740844761,-0.2593783644907419,0,1,0,0
140,400.8025931863728,-0.2435027676683641,-0.2574131995025425,0,1,0,0
140,480.96291182364735,-0.2387267227006264,-0.2554705327209312,0,1,0,0
140,561.1232304609218,-0.2339558526592595,-0.253550027641586,0,1,0,0
140,641.2835490981964,-0.2291898859197016,-0.2516513609731607,0,1,0,0
140,721.443867735471,-0.2244285653540136,-0.2497742222151817,0,1,0,0
140,801.6041863727455,-0.2196716479340439,-0.2479183132400817,0,1,0,0
140,881.7645050100201,-0.2149189043385251,-0.246083347879331,0,1,0,0
140,961.9248236472948,-0.2101701185640982,-0.2442690515136725,0,1,0,0
140,1042.0851422845692,-0.2054250875403085,-0.2424751606675175,0,1,0,0
140,1122.2454609218437,-0.200683620748548,-0.2407014226074887,0,1,0,0
140,1202.4057795591184,-0.1959455398450695,-0.2389475949452467,0,1,0,0
140,1282.5660981963929,-0.1912106782880838,-0.2372134452446262,0,1,0,0
140,1362.7264168336674,-0.1864788809691213,-0.2354987506332738,0,1,0,0
140,1442.886735470942,-0.1817500038487471,-0.233803297418889,0,1,0,0
140,1523.0470541082166,-0.1770239135968856,-0.2321268807103388,0,1,0,0
140,1603.207372745491,-0.1723004872379103,-0.2304693040438143,0,1,0,0
140,1683.3676913827658,-0.1675796118008208,-0.2288303790143624,0,1,0,0
