,temperature,density,real_ufrac,delta_phi,stable,pres
132,695,7106.060606060606,-1.3340892938590199,-1.5248197331201707,1,-162.5401583487293
133,695,7666.666666666667,-1.3018849694832384,-1.5093905057774868,1,-185.28986228863687
134,695,8227.272727272728,-1.26635528188111,-1.4908251169153781,1,-208.89347395201153
135,695,8787.878787878788,-1.2280107744169246,-1.469617688297805,1,-233.25594813280478
136,695,9348.484848484848,-1.1873064648740312,-1.4462059891875512,1,-258.2901526148421
137,695,9909.09090909091,-1.1446466874418237,-1.4209763135638258,1,-283.9162282287536
138,695,10469.69696969697,-1.100389829378721,-1.3942682595126785,1,-310.0608980049616
139,695,11030.30303030303,-1.0548528998982496,-1.3663793483682571,1,-336.65677687693284
140,695,11590.909090909092,-1.0083158668147036,-1.3375694190761669,1,-363.6417102489233
141,695,12151.515151515152,-0.9610257105596596,-1.3080647472226494,1,-390.9581641915312
142,695,12712.121212121212,-0.9132001782400894,-1.2780618711259013,1,-418.5527133134153
143,695,13272.727272727274,-0.8650312663025737,-1.2477311531701574,1,-446.3757182875628
144,695,13833.333333333334,-0.816688497997117,-1.2172201420822928,1,-474.381313483372
145,695,14393.939393939394,-0.7683220584525958,-1.1866567983612972,1,-502.5277655599927
146,695,14954.545454545456,-0.7200657798406078,-1.1561525746321775,1,-530.7780600390607
147,695,15515.151515151516,-0.6720398413876654,-1.1258052148824556,1,-559.1002634650469
148,695,16075.757575757576,-0.6243529280067419,-1.0957010154633404,1,-587.4669839057283
149,695,16636.363636363636,-0.5771035781707252,-1.0659162775139222,1,-615.8533925727293
150,695,17196.969696969696,-0.5303806207074877,-1.036517849462652,1,-644.2339251393595
151,695,17757.57575757576,-0.4842629202972266,-1.0075629783160664,1,-672.5787157999297
152,695,18318.18181818182,-0.4388189483038287,-0.9790989852681525,1,-700.8512293369822
153,695,18878.78787878788,-0.39410677942765604,-0.9511633650104587,1,-729.0089141518994
154,695,19439.39393939394,-0.3501751239185751,-0.9237849173850172,1,-757.0070309691467
155,695,20000.0,-0.30706504816175917,-0.896985563126,1,-784.801427430902
156,695,20560.60606060606,-0.2648117332206983,-0.870782192257412,1,-812.3494313365629
157,695,21121.21212121212,-0.22344576556799023,-0.8451880384281674,1,-839.6079644445701
158,695,21681.818181818184,-0.182993726831296,-0.8202133451476848,1,-866.5298286484622
159,695,22242.424242424244,-0.143478225203858,-0.7958654658073745,1,-893.0601514275621
160,695,22803.030303030304,-0.10491774000155352,-0.7721487683191678,1,-919.1347418838119
161,695,23363.636363636364,-0.0673266436979485,-0.7490647081753533,1,-944.680927325374
162,695,23924.242424242424,-0.030715583115875633,-0.7266122512122367,1,-969.6201225046507
163,695,24484.848484848484,0.004907821766640508,-0.7047886042752314,1,-993.8706550583349
164,695,25045.454545454548,0.03953815016135709,-0.6835900648972459,1,-1017.3494802945576
165,695,25606.060606060608,0.07317143921688651,-0.6630127747521624,1,-1039.972116869626
166,695,26166.666666666668,0.10580467593650056,-0.6430532302593114,1,-1061.650940142493
167,695,26727.272727272728,0.13743556502593435,-0.6237085078487711,1,-1082.2924960060752
168,695,27287.878787878788,0.16806252818256884,-0.6049762487604279,1,-1101.7946327814166
169,695,27848.484848484848,0.1976848436913785,-0.5868544949995865,1,-1120.0441069878127
170,695,28409.09090909091,0.22630282712896554,-0.5693414762268586,1,-1136.9150699600634
